EC_No;TA_Taux01;RT_Base01;RT_Montant01;JO_Num;EC_Date;CT_Num;JO_Type
667471;19.0;1920.206;364.84;03;2025-05-20;4110000308;1
667491;19.0;929.848;176.671;03;2025-05-20;4110000437;1
667504;19.0;18411.45;3498.495;09;2025-05-19;1346;2
667532;19.0;-673.01;-127.872;03;2025-05-20;4110000308;1
667565;19.0;26.521;5.039;03;2025-05-21;4110000440;1
667590;19.0;25746.548;4891.973;01;2025-05-21;1343;0
667646;19.0;24364.368;4629.23;01;2025-05-21;5207;0
667650;19.0;-151.256;-28.739;01;2025-05-21;1343;0
667660;19.0;2874.174;546.093;03;2025-05-21;4110000249;1
667667;19.0;29943.027;5689.306;01;2025-05-21;1343;0
667680;19.0;22996.173;4369.949;01;2025-05-21;1343;0
667692;19.0;1859.192;353.249;03;2025-05-21;4110000186;1
667710;19.0;5506.312;1046.201;03;2025-05-21;4110000022;1
667808;19.0;4214.846;800.821;03;2025-05-21;4110000032;1
667823;19.0;-213.444;-40.554;03;2025-05-21;4110000333;1
667857;19.0;27783.0;5278.77;01;2025-05-21;5207;0
667904;19.0;25836.0;4909.145;01;2025-05-21;4104;0
667974;19.0;1179.869;224.175;03;2025-05-22;4110000061;1
667986;19.0;1004.006;190.762;03;2025-05-22;4110000439;1
667990;19.0;26986.301;5127.604;01;2025-05-22;1343;0
667994;19.0;29145.979;5538.005;01;2025-05-22;1343;0
668042;19.0;11287.314;2144.591;03;2025-05-22;4110000022;1
668069;19.0;-68.069;-12.933;03;2025-05-22;4110000439;1
668086;19.0;4422.015;840.183;03;2025-05-22;4110000086;1
668090;19.0;1179.88;224.177;03;2025-05-22;4110000172;1
668097;19.0;7810.366;1483.97;03;2025-05-22;4110000216;1
668101;19.0;417.258;79.279;03;2025-05-22;4110000333;1
668105;19.0;34777.796;6607.782;03;2025-05-22;4110000260;1
668113;19.0;-6555.538;-1245.552;03;2025-05-22;4110000022;1
668138;19.0;1372.255;260.728;03;2025-05-22;4110000274;1
668144;19.0;3928.649;746.443;03;2025-05-22;4110000353;1
668176;19.0;2211.002;420.089;03;2025-05-22;4110000052;1
668202;19.0;2273.5;431.965;03;2025-05-23;4110001666;1
668218;19.0;3088.861;586.884;03;2025-05-23;4110000256;1
668222;19.0;-15723.032;-2987.376;03;2025-05-23;4110000022;1
668238;19.0;1954.006;371.261;03;2025-05-23;4110001436;1
668252;19.0;6001.305;1140.248;03;2025-05-23;4110000371;1
668256;19.0;454.7;86.393;03;2025-05-23;4110004398;1
668266;19.0;2694.276;511.912;03;2025-05-23;4110000341;1
668298;19.0;25836.0;4909.145;09;2025-05-22;4104;2
668302;19.0;81940.451;15569.15;09;2025-05-22;1343;2
668310;7.0;112880.66;7900.326;02;2025-05-19;1053;2
668322;19.0;-66.02;-12.544;01;2025-05-23;1343;0
668325;19.0;-230.377;-43.772;01;2025-05-23;1343;0
668333;19.0;4839.828;919.567;03;2025-05-23;4110000213;1
668409;19.0;-1975.0;-375.25;03;2025-05-23;4110000080;1
668412;19.0;1954.006;371.261;03;2025-05-23;4110000080;1
668415;19.0;-3388.374;-643.791;03;2025-05-23;4110000216;1
668418;19.0;3261.31;619.649;03;2025-05-23;4110000216;1
668433;19.0;52142.152;9907.954;09;2025-05-22;1343;2
668469;19.0;3255.399;618.524;03;2025-05-23;4110001379;1
668513;19.0;10961.441;2082.678;03;2025-05-24;4110001839;1
668541;19.0;-18.771;-3.566;01;2025-05-24;1343;0
668550;19.0;30451.153;5785.958;01;2025-05-24;1343;0
668612;19.0;-17.44;-3.314;01;2025-05-24;1343;0
668618;19.0;28908.717;5493.122;01;2025-05-24;1343;0
668652;7.0;116360.018;8146.91;01;2025-05-24;1053;0
668668;19.0;9982.12;1896.668;01;2025-05-24;1378;0
668698;19.0;205.461;39.038;03;2025-05-26;4110002811;1
668702;19.0;189.084;35.926;03;2025-05-26;4110002811;1
668724;19.0;909.4;172.786;03;2025-05-26;4110000412;1
668733;19.0;849.7;161.443;03;2025-05-26;4110005274;1
668760;19.0;2273.5;431.965;03;2025-05-26;4110000526;1
668773;19.0;3145.381;597.624;03;2025-05-26;4110001437;1
668792;19.0;942.639;179.102;03;2025-05-26;4110000391;1
668816;19.0;13.909;2.643;03;2025-05-26;4110000440;1
668850;19.0;1040.44;197.684;03;2025-05-26;4110000025;1
668854;19.0;590.387;112.174;03;2025-05-26;4110002667;1
668863;19.0;-213.444;-40.554;03;2025-05-26;4110000333;1
668898;19.0;46201.903;8778.38;01;2025-05-26;4104;0
668918;19.0;-294.12;-55.883;03;2025-05-26;4110000371;1
669105;19.0;65859.392;12513.284;01;2025-05-26;1098;0
669115;19.0;46201.903;8778.38;09;2025-05-26;4104;2
669132;19.0;7690.788;1461.25;03;2025-05-26;4110000407;1
669142;19.0;832.368;158.15;03;2025-05-26;4110000229;1
669146;19.0;-158.82;-30.176;03;2025-05-26;4110000229;1
669161;19.0;682.349;129.646;03;2025-05-26;4110001839;1
669177;19.0;3.15;0.599;03;2025-05-26;4110000440;1
669183;19.0;13.909;2.643;03;2025-05-26;4110000440;1
669188;19.0;28908.717;5493.122;09;2025-05-26;1343;2
669190;19.0;30451.153;5785.958;09;2025-05-26;1343;2
669208;19.0;18429.518;3501.928;01;2025-05-27;1346;0
669253;19.0;3875.336;736.314;03;2025-05-27;4110001891;1
669261;19.0;1608.695;305.655;03;2025-05-27;4110000541;1
669267;19.0;4217.113;801.251;03;2025-05-27;4110000408;1
669277;19.0;19.0;3.61;03;2025-05-27;4110000440;1
669280;19.0;38.24;7.266;03;2025-05-27;4110000440;1
669332;19.0;-18.068;-3.433;01;2025-05-27;1346;0
669347;7.0;1359.81;95.187;03;2025-05-27;4110000052;1
669351;7.0;-1359.81;-95.187;03;2025-05-27;4110000052;1
669357;19.0;81.054;15.4;03;2025-05-27;4110000440;1
669375;19.0;9946.44;1889.824;03;2025-05-27;4110000488;1
669397;19.0;973.805;185.024;03;2025-05-28;4110000372;1
669457;19.0;2211.0;420.09;03;2025-05-28;4110000509;1
669530;19.0;3325.402;631.826;03;2025-05-28;4110001464;1
669547;19.0;4521.355;859.057;01;2025-05-28;1366;0
669551;19.0;9276.329;1762.254;01;2025-05-28;1366;0
669558;19.0;27345.596;5195.781;01;2025-05-28;1343;0
669571;19.0;33813.827;6425.09;01;2025-05-28;1343;0
669620;19.0;7633.259;1450.32;03;2025-05-29;4110000972;1
669629;19.0;10105.92;1920.975;01;2025-05-29;1348;0
669662;19.0;1641.265;311.84;03;2025-05-29;4110000462;1
669686;19.0;703.374;133.641;03;2025-05-29;4110000036;1
669696;19.0;1170.89;222.467;03;2025-05-29;4110001247;1
669700;19.0;605.067;114.963;03;2025-05-29;4110001247;1
669706;19.0;1210.123;229.923;03;2025-05-29;4110003457;1
669788;19.0;65029.072;12356.491;01;2025-05-29;4104;0
669857;19.0;772.347;146.746;03;2025-05-30;4110004371;1
669861;19.0;454.7;86.393;03;2025-05-30;4110000956;1
669890;19.0;1769.686;336.24;03;2025-05-30;4110005890;1
669906;19.0;1267.819;240.886;03;2025-05-30;4110005290;1
669941;19.0;27.31;5.189;03;2025-05-30;4110000440;1
669950;19.0;1458.121;277.043;03;2025-05-30;4110000166;1
669958;19.0;1000.656;190.126;03;2025-05-30;4110002667;1
669981;19.0;4308.49;818.614;03;2025-05-30;4110000282;1
669987;19.0;1975.0;375.25;03;2025-05-30;4110000272;1
670007;19.0;165.129;31.375;03;2025-05-30;4110000022;1
670011;19.0;6043.548;1148.274;03;2025-05-30;4110000264;1
670017;19.0;-161.963;-30.773;03;2025-05-30;4110000264;1
670067;19.0;454.7;86.393;03;2025-05-31;4110000959;1
670075;19.0;93080.632;17685.364;01;2025-05-31;1098;0
670079;19.0;7788.4;1479.691;01;2025-05-31;1098;0
670083;19.0;6650.28;1263.553;01;2025-05-31;1098;0
670087;19.0;49668.047;9436.472;01;2025-05-31;1098;0
670104;19.0;2600.801;494.152;03;2025-06-02;4110000417;1
670120;19.0;2973.93;565.044;03;2025-06-02;4110000545;1
670124;7.0;1072.445;75.071;03;2025-06-02;4110001011;1
670128;19.0;1178.275;223.871;03;2025-06-02;4110001011;1
670132;19.0;848.076;161.134;03;2025-06-02;4110001011;1
670148;19.0;1604.638;304.881;03;2025-06-02;4110000424;1
670163;19.0;13.909;2.643;03;2025-06-02;4110000440;1
670221;19.0;735.464;139.739;03;2025-06-02;4110000491;1
670229;19.0;564.266;107.211;03;2025-06-02;4110000397;1
670243;19.0;3941.349;748.856;03;2025-06-02;4110004450;1
670368;19.0;61159.423;11620.871;09;2025-05-30;1343;2
670374;19.0;18418.967;3499.361;09;2025-05-30;1366;2
670469;19.0;782.508;148.677;03;2025-06-02;4110000395;1
670492;19.0;2373.586;450.982;03;2025-06-02;4110000463;1
670502;19.0;-19.668;-3.737;03;2025-06-02;4110000463;1
670509;19.0;38.24;7.266;03;2025-06-02;4110000440;1
670545;19.0;2153.402;409.146;03;2025-06-03;4110000066;1
670556;19.0;3866.066;734.552;03;2025-06-03;4110000213;1
670586;19.0;1633.032;310.277;03;2025-06-03;4110000321;1
670599;19.0;6501.246;1235.238;03;2025-06-03;4110000407;1
670603;19.0;98.337;18.684;03;2025-06-03;4110000423;1
670620;19.0;125.177;23.784;03;2025-06-03;4110002811;1
670656;19.0;184.942;35.139;03;2025-06-03;4110000440;1
670684;19.0;93080.632;17685.364;09;2025-06-03;1098;2
670742;19.0;35.21;6.69;03;2025-06-03;4110000440;1
670777;19.0;983.555;186.877;03;2025-06-03;4110000266;1
670783;19.0;985.693;187.282;03;2025-06-03;4110003472;1
670796;19.0;20.855;3.962;03;2025-06-03;4110000440;1
670843;19.0;1875.112;356.272;03;2025-06-04;4110004371;1
670858;19.0;849.7;161.443;03;2025-06-04;4110005274;1
670873;19.0;1217.11;231.251;03;2025-06-04;4110000416;1
670892;19.0;1310.972;249.085;03;2025-06-04;4110000439;1
670900;19.0;3794.227;720.904;03;2025-06-04;4110000085;1
670908;19.0;9296.032;1766.246;03;2025-06-04;4110000958;1
670917;19.0;42.689;8.111;03;2025-06-04;4110000440;1
670920;19.0;13.909;2.643;03;2025-06-04;4110000440;1
670925;19.0;3035.187;576.687;03;2025-06-04;4110000358;1
670945;19.0;9690.8;1841.252;03;2025-06-04;4110000022;1
670952;19.0;8455.751;1606.593;03;2025-06-04;4110000038;1
670956;19.0;-8455.751;-1606.593;03;2025-06-04;4110000038;1
671031;19.0;894.96;170.042;03;2025-06-04;4110000510;1
671134;19.0;696.029;132.246;03;2025-06-04;4110000437;1
671150;19.0;851.123;161.713;03;2025-06-04;4110001437;1
671191;19.0;392.85;74.642;03;2025-06-04;4110001839;1
671212;7.0;1177.62;82.433;03;2025-06-04;4110000052;1
671216;7.0;-1177.62;-82.433;03;2025-06-04;4110000052;1
671220;19.0;13.909;2.643;03;2025-06-04;4110000440;1
671227;19.0;623.95;118.551;03;2025-06-04;4110000080;1
671238;19.0;-13.909;-2.643;03;2025-06-04;4110000440;1
671241;19.0;5.504;1.046;03;2025-06-04;4110000440;1
671255;19.0;3094.583;587.97;03;2025-06-05;4110000353;1
671301;19.0;3104.239;589.805;03;2025-06-05;4110000100;1
671326;19.0;2475.003;470.25;03;2025-06-05;4110001464;1
671335;19.0;510.948;97.08;03;2025-06-05;4110000256;1
671346;19.0;3358.051;638.029;03;2025-06-05;4110000368;1
671361;19.0;4455.5;846.545;03;2025-06-05;4110000230;1
671383;19.0;27009.141;5131.737;03;2025-06-05;4110001684;1
671391;19.0;6244.778;1186.508;03;2025-06-05;4110000038;1
671397;19.0;-40.338;-7.664;03;2025-06-05;4110000038;1
671410;19.0;735.8;139.802;03;2025-06-05;4110001891;1
671427;19.0;2460.119;467.423;03;2025-06-09;4110000075;1
671443;19.0;625.65;118.874;03;2025-06-09;4110000075;1
671447;19.0;436.975;83.026;03;2025-06-09;4110000478;1
671503;19.0;2811.506;534.187;03;2025-06-09;4110001643;1
671526;19.0;2329.507;442.606;03;2025-06-09;4110000971;1
671599;19.0;24364.368;4629.23;34;2025-06-03;5207;2
671605;19.0;442.204;84.02;03;2025-06-09;4110000239;1
671713;19.0;31.514;5.988;03;2025-06-09;4110000440;1
671716;19.0;17.681;3.359;03;2025-06-09;4110000440;1
671724;19.0;10736.024;2039.844;03;2025-06-09;4110000022;1
671800;19.0;1818.8;345.572;03;2025-06-10;4110000553;1
671808;19.0;1364.1;259.179;03;2025-06-10;4110000386;1
672106;19.0;189.084;35.926;03;2025-06-10;4110000025;1
672129;19.0;682.785;129.73;03;2025-06-10;4110000456;1
672137;19.0;27.31;5.189;03;2025-06-10;4110000440;1
672228;19.0;2993.081;568.685;03;2025-06-10;4110000526;1
672233;19.0;1479.877;281.176;03;2025-06-10;4110000056;1
672249;19.0;78.028;14.825;03;2025-06-10;4110000440;1
672282;19.0;3309.571;628.818;03;2025-06-10;4110000022;1
672669;19.0;390.0;74.1;03;2025-06-10;4110000552;1
672678;19.0;5.504;1.046;03;2025-06-10;4110000440;1
672681;19.0;1022.325;194.242;03;2025-06-11;4110000424;1
672701;19.0;625.887;118.919;03;2025-06-11;4110004391;1
672705;19.0;-417.258;-79.279;03;2025-06-11;4110004391;1
673003;19.0;1000.656;190.126;05;2025-05-30;4110002667;2
673043;19.0;1210.123;229.923;05;2025-05-29;4110003457;2
673053;19.0;7625.512;1448.848;05;2025-05-28;4110000972;2
673095;19.0;38.24;7.266;05;2025-05-27;4110000440;2
673101;19.0;3875.336;736.314;05;2025-05-27;4110001891;2
673137;19.0;682.349;129.646;05;2025-05-26;4110001839;2
673145;19.0;590.387;112.174;05;2025-05-26;4110002667;2
673149;19.0;1040.44;197.684;05;2025-05-26;4110000025;2
673153;19.0;394.545;74.964;05;2025-05-26;4110002811;2
673167;19.0;942.639;179.102;05;2025-05-26;4110000391;2
673279;19.0;929.848;176.671;05;2025-05-20;4110000437;2
673291;19.0;5097.714;968.566;05;2025-05-19;4110000563;2
673307;19.0;3079.549;585.115;05;2025-05-19;4110000056;2
673339;19.0;2366.449;449.63;05;2025-05-16;4110002667;2
673367;19.0;1314.59;249.772;05;2025-05-15;4110003136;2
673401;19.0;338.663;64.346;05;2025-05-14;4110002811;2
673407;19.0;2273.5;431.965;05;2025-05-14;4110003263;2
673413;19.0;618.48;117.511;05;2025-05-14;4110000025;2
673533;19.0;7690.788;1461.25;10;2025-05-26;4110000407;2
673541;19.0;2211.002;420.089;10;2025-05-23;4110000052;2
673581;19.0;1210.078;229.915;10;2025-05-15;4110000075;2
673583;19.0;5832.973;1108.265;10;2025-05-15;4110000407;2
673605;19.0;2251.426;427.771;10;2025-05-14;4110000416;2
673607;19.0;5679.746;1079.146;10;2025-05-14;4110000407;2
673613;19.0;1470.115;279.323;10;2025-05-13;4110000052;2
673633;19.0;782.508;148.677;21;2025-05-31;4110000395;2
673695;19.0;703.374;133.641;21;2025-05-29;4110000036;2
673703;19.0;1641.265;311.84;21;2025-05-29;4110000462;2
673723;19.0;973.805;185.024;21;2025-05-28;4110000372;2
673733;19.0;9946.44;1889.824;21;2025-05-27;4110000488;2
673739;19.0;1608.695;305.655;21;2025-05-27;4110000541;2
673789;19.0;909.4;172.786;21;2025-05-26;4110000412;2
673793;19.0;-294.12;-55.883;21;2025-05-26;4110000371;2
673797;19.0;3145.381;597.624;21;2025-05-26;4110001437;2
673855;19.0;1950.917;370.674;21;2025-05-23;4110001436;2
673891;19.0;1179.869;224.175;21;2025-05-22;4110000061;2
673899;19.0;935.937;177.829;21;2025-05-21;4110000439;2
673949;19.0;934.072;177.474;21;2025-05-19;4110000397;2
673979;19.0;1651.95;313.87;21;2025-05-16;4110000406;2
673995;19.0;5067.952;962.911;21;2025-05-16;4110002816;2
674041;19.0;1823.53;346.471;21;2025-05-14;4110000393;2
674043;19.0;2436.975;463.025;21;2025-05-14;4110000414;2
674079;19.0;2457.988;467.018;21;2025-05-12;4110001437;2
674731;19.0;2000.02;380.004;03;2025-06-11;4110002470;1
674739;19.0;412.19;78.317;03;2025-06-11;4110005274;1
674751;7.0;3217.606;225.233;03;2025-06-11;4110000468;1
674755;19.0;6821.449;1296.075;03;2025-06-11;4110000075;1
674804;19.0;90.846;17.261;03;2025-06-11;4110000440;1
674823;19.0;18910.749;3593.043;03;2025-06-11;4110001839;1
674884;19.0;272.882;51.847;03;2025-06-12;4110005890;1
674907;19.0;1171.664;222.616;03;2025-06-12;4110000319;1
674970;19.0;-3279.57;-623.118;03;2025-06-12;4110001839;1
674973;19.0;3160.095;600.418;03;2025-06-12;4110001839;1
674986;19.0;6066.054;1152.55;03;2025-06-12;4110000282;1
675039;19.0;2436.975;463.025;03;2025-06-12;4110001839;1
675043;19.0;97.478;18.521;03;2025-06-12;4110000440;1
675048;19.0;27458.355;5217.087;03;2025-06-12;4110001684;1
675066;19.0;2555.465;485.538;03;2025-06-13;4110000036;1
675080;19.0;2273.5;431.965;03;2025-06-13;4110000219;1
675091;19.0;2169.264;412.16;03;2025-06-13;4110000080;1
675150;19.0;1352.662;257.006;03;2025-06-13;4110000420;1
675177;19.0;738.307;140.278;03;2025-06-13;4110000510;1
675189;19.0;8832.349;1678.151;01;2025-06-13;1345;0
675261;19.0;24364.368;4629.23;01;2025-06-13;5207;0
675312;19.0;1004.753;190.903;03;2025-06-13;4110000025;1
675330;19.0;1449.566;275.42;03;2025-06-13;4110002667;1
675345;19.0;3185.877;605.316;03;2025-06-13;4110000406;1
675366;19.0;3739.659;710.535;03;2025-06-13;4110000022;1
675389;19.0;7144.713;1357.495;03;2025-06-13;4110001379;1
675420;19.0;9982.12;1896.668;09;2025-06-11;1378;2
675434;19.0;34472.97;6549.614;02;2025-06-10;1377;2
675438;19.0;5485.983;1042.333;03;2025-06-13;4110000545;1
675449;19.0;7958.69;1512.151;03;2025-06-13;4110000203;1
675480;19.0;723.605;137.485;03;2025-06-14;4110000541;1
675712;19.0;1056.814;200.795;03;2025-06-14;4110000372;1
675723;19.0;9028.99;1715.508;03;2025-06-14;4110000300;1
675741;19.0;1966.449;373.625;03;2025-06-16;4110000179;1
675745;19.0;795.525;151.15;03;2025-06-16;4110000195;1
675749;19.0;1859.672;353.337;03;2025-06-16;4110000463;1
676219;7.0;33157.488;2321.166;34;2025-05-01;1053;2
676221;19.0;974.783;185.209;03;2025-06-16;4110000423;1
676225;19.0;417.258;79.279;03;2025-06-16;4110000423;1
676229;19.0;1045.368;198.62;03;2025-06-16;4110000166;1
676237;19.0;1462.185;277.815;03;2025-06-16;4110000319;1
676308;19.0;1055.176;200.484;03;2025-06-16;4110000333;1
676339;19.0;11058.316;2101.082;03;2025-06-16;4110000407;1
676354;19.0;1179.88;224.177;03;2025-06-16;4110000172;1
676385;19.0;1321.22;251.032;03;2025-06-16;4110000417;1
676393;19.0;829.835;157.669;03;2025-06-16;4110001263;1
676406;19.0;18429.518;3501.928;01;2025-06-16;1346;0
676413;19.0;181.508;34.487;03;2025-06-16;4110000437;1
676430;19.0;1056.066;200.652;03;2025-06-16;4110000391;1
676434;19.0;154.5;29.355;03;2025-06-16;4110000391;1
676438;19.0;1444.865;274.524;03;2025-06-16;4110000239;1
676446;19.0;27009.1;5131.904;01;2025-06-16;1343;0
676510;19.0;34472.97;6549.614;01;2025-06-16;1377;0
676546;19.0;0.0;-51.304;01;2025-06-16;;0
676550;19.0;31207.915;5929.699;01;2025-06-16;1343;0
676560;19.0;27458.343;5217.374;01;2025-06-16;1343;0
676564;19.0;5252.1;997.9;01;2025-06-16;1345;0
676600;19.0;310.584;59.011;03;2025-06-17;4110000416;1
676643;19.0;5273.211;1001.91;03;2025-06-17;4110000017;1
676672;19.0;1879.459;357.097;03;2025-06-17;4110000085;1
676678;19.0;-52.495;-9.974;03;2025-06-17;4110000407;1
676708;19.0;7652.82;1454.036;01;2025-06-17;1098;0
676715;19.0;731.092;138.908;03;2025-06-17;4110000249;1
676723;19.0;2724.782;517.709;03;2025-06-17;4110000977;1
676741;19.0;65029.072;12356.491;09;2025-06-17;4104;2
676743;19.0;27009.1;5131.904;09;2025-06-17;1343;2
676745;19.0;18429.518;3501.928;09;2025-06-17;1346;2
676763;19.0;1105.188;209.986;03;2025-06-17;4110000401;1
676767;19.0;10105.92;1920.975;09;2025-06-14;1348;2
676784;19.0;1913.657;363.595;03;2025-06-17;4110003136;1
676790;19.0;213.445;40.554;03;2025-06-17;4110003136;1
676800;19.0;59.331;11.273;03;2025-06-17;4110000440;1
676803;19.0;26.848;5.101;03;2025-06-17;4110000440;1
676894;19.0;1574.475;299.151;03;2025-06-17;4110000502;1
676902;19.0;8450.867;1605.665;03;2025-06-17;4110000971;1
676923;19.0;19595.511;3722.756;02;2025-06-17;1098;2
676931;19.0;19595.511;3722.756;01;2025-06-18;1098;0
676939;7.0;2266.35;158.645;03;2025-06-18;4110000146;1
676957;19.0;4069.334;773.173;03;2025-06-18;4110000408;1
676967;19.0;-680.7;-129.333;03;2025-06-18;4110000408;1
676970;19.0;537.81;102.184;03;2025-06-18;4110001247;1
676976;19.0;1550.496;294.595;03;2025-06-18;4110001247;1
676980;19.0;-537.81;-102.184;03;2025-06-18;4110001247;1
676986;19.0;-1550.496;-294.595;03;2025-06-18;4110001247;1
677004;19.0;122.959;23.362;03;2025-06-18;4110000440;1
677009;19.0;5746.191;1091.776;03;2025-06-18;4110000022;1
677018;19.0;6408.73;1217.659;03;2025-06-18;4110000022;1
677145;19.0;2301.392;437.264;03;2025-06-18;4110000121;1
677227;19.0;937.812;178.184;02;2025-06-18;4137;2
677229;19.0;23505.447;4466.053;02;2025-06-18;1345;2
677247;19.0;1739.571;330.518;03;2025-06-18;4110004453;1
677369;19.0;6613.623;1256.589;03;2025-06-18;4110000216;1
677373;19.0;-6613.623;-1256.589;03;2025-06-18;4110000216;1
677404;7.0;4919.585;344.371;03;2025-06-19;4110004425;1
677412;7.0;4855.277;339.869;03;2025-06-19;4110005310;1
677420;19.0;1601.877;304.358;03;2025-06-19;4110000301;1
677429;19.0;1960.321;372.461;03;2025-06-19;4110000213;1
677436;19.0;1366.635;259.661;03;2025-06-19;4110000213;1
677440;19.0;2733.59;519.382;03;2025-06-19;4110000366;1
677453;19.0;1864.31;354.219;03;2025-06-19;4110001666;1
677463;19.0;442.2;84.018;03;2025-06-19;4110000111;1
677537;19.0;6661.53;1265.694;03;2025-06-19;4110000341;1
677547;19.0;2036.265;386.89;03;2025-06-19;4110000362;1
677565;19.0;1177.8;223.782;03;2025-06-19;4110000048;1
677586;19.0;4532.818;861.235;03;2025-06-19;4110000294;1
677620;19.0;7869.042;1495.117;03;2025-06-19;4110000342;1
677632;19.0;2008.013;381.522;03;2025-06-20;4110000424;1
677639;19.0;1586.793;301.491;03;2025-06-20;4110000439;1
677661;19.0;884.884;168.128;03;2025-06-20;4110000267;1
677722;19.0;3000.0;570.0;03;2025-06-21;4110000972;1
677732;19.0;3509.255;666.759;03;2025-06-21;4110000079;1
677753;19.0;6600.039;1254.007;03;2025-06-21;4110000216;1
677778;19.0;1371.902;260.662;03;2025-06-21;4110000256;1
677792;19.0;5501.729;1045.329;03;2025-06-21;4110000414;1
677800;19.0;1590.005;302.102;03;2025-06-21;4110000080;1
677808;19.0;1215.198;230.887;03;2025-06-21;4110000959;1
677823;19.0;13.109;2.491;03;2025-06-21;4110000440;1
677831;19.0;-3000.0;-570.0;03;2025-06-21;4110000972;1
677867;19.0;107.562;20.437;03;2025-06-21;4110000070;1
677882;19.0;3253.51;618.169;03;2025-06-21;4110000186;1
677948;19.0;31207.915;5929.699;09;2025-06-20;1343;2
677950;19.0;27458.343;5217.374;09;2025-06-20;1343;2
677967;19.0;6103.001;1159.57;03;2025-06-23;4110000407;1
677974;19.0;3068.523;583.019;03;2025-06-23;4110000353;1
677991;19.0;1771.451;336.576;03;2025-06-23;4110000423;1
678002;19.0;2149.188;408.346;03;2025-06-23;4110000468;1
678021;19.0;1247.773;237.076;03;2025-06-23;4110000229;1
678025;19.0;-2680.655;-509.324;03;2025-06-23;4110000388;1
678029;19.0;105.066;19.963;03;2025-06-23;4110000440;1
678036;19.0;23841.869;4529.955;03;2025-06-23;4110001684;1
678044;19.0;2174.385;413.133;03;2025-06-23;4110001891;1
678048;19.0;-44.22;-8.402;03;2025-06-23;4110001891;1
678068;19.0;2842.53;540.08;03;2025-06-23;4110000462;1
678076;19.0;974.783;185.209;03;2025-06-23;4110000052;1
678093;19.0;1120.044;212.809;03;2025-06-23;4110000391;1
678100;19.0;346.176;65.776;03;2025-06-23;4110000552;1
678115;19.0;-221.1;-42.009;03;2025-06-23;4110000048;1
678118;19.0;2230.261;423.751;03;2025-06-23;4110000397;1
678127;19.0;2680.655;509.324;03;2025-06-23;4110000388;1
678135;19.0;806.748;153.282;03;2025-06-23;4110001891;1
678147;19.0;2016.871;383.205;03;2025-06-23;4110001379;1
678183;19.0;1537.875;292.197;03;2025-06-23;4110000333;1
678214;19.0;2056.537;390.742;03;2025-06-23;4110000025;1
678249;19.0;14941.437;2838.873;03;2025-06-24;4110000017;1
678266;19.0;487.392;92.604;03;2025-06-24;4110000333;1
678273;19.0;1184.407;225.036;03;2025-06-24;4110000475;1
678277;19.0;189.084;35.926;03;2025-06-24;4110002811;1
678281;19.0;2335.771;443.796;03;2025-06-24;4110000488;1
678292;19.0;-2294.4;-435.936;03;2025-06-24;4110000488;1
678295;19.0;2269.0;431.11;03;2025-06-24;4110000488;1
678429;19.0;2298.457;436.707;03;2025-06-24;4110000066;1
678442;19.0;36689.101;6971.713;34;2025-06-18;1377;2
678444;19.0;23224.824;4412.717;34;2025-06-24;5207;2
678466;19.0;36072.26;6854.075;01;2025-06-24;4104;0
678503;19.0;2393.454;454.756;03;2025-06-25;4110004371;1
678517;19.0;3127.117;594.152;21;2025-05-20;4110000036;2
678522;19.0;36206.627;6879.569;01;2025-06-25;1343;0
678591;19.0;1307.641;248.451;03;2025-06-25;4110005290;1
678701;19.0;877.315;166.69;03;2025-06-25;4110000393;1
678708;19.0;378.167;71.852;03;2025-06-25;4110004416;1
678726;19.0;1218.479;231.511;03;2025-06-25;4110004331;1
678769;7.0;-392.544;-27.478;03;2025-06-25;4110004331;1
678790;19.0;1535.781;291.798;03;2025-06-25;4110000437;1
678800;19.0;1459.659;277.336;03;2025-06-25;4110000319;1
678804;19.0;2150.084;408.516;03;2025-06-25;4110000321;1
678808;19.0;540.0;102.6;03;2025-06-25;4110000552;1
678815;19.0;116.268;22.091;03;2025-06-25;4110000440;1
678836;19.0;95.961;18.233;03;2025-06-25;4110000440;1
678839;19.0;-95.961;-18.233;03;2025-06-25;4110000440;1
678869;19.0;110.181;20.934;03;2025-06-25;4110000440;1
678884;19.0;194.956;37.042;03;2025-06-26;4110000130;1
678920;19.0;6561.661;1246.711;03;2025-06-26;4110000022;1
679006;19.0;3057.126;580.854;03;2025-06-26;4110001247;1
679010;19.0;1470.598;279.416;03;2025-06-26;4110000541;1
679052;19.0;3550.785;674.649;03;2025-06-26;4110000440;1
679084;19.0;9584.342;1821.024;03;2025-06-26;4110000097;1
679091;19.0;20.896;3.97;03;2025-06-26;4110000440;1
679158;19.0;1512.236;287.325;03;2025-06-27;4110002470;1
679164;19.0;243.696;46.302;03;2025-06-27;4110005274;1
679618;19.0;1879.459;357.097;21;2025-06-16;4110000085;2
679622;19.0;1321.22;251.032;21;2025-06-16;4110000417;2
679650;19.0;1056.814;200.795;21;2025-06-14;4110000372;2
679672;19.0;723.605;137.485;21;2025-06-14;4110000541;2
679758;19.0;682.785;129.73;21;2025-06-10;4110000456;2
679770;19.0;1364.1;259.179;21;2025-06-10;4110000386;2
679792;19.0;436.975;83.026;21;2025-06-09;4110000478;2
679810;19.0;851.123;161.713;21;2025-06-04;4110001437;2
679828;19.0;1217.11;231.251;21;2025-06-04;4110000416;2
