EC_No;TA_Taux01;RT_Base01;RT_Montant01;JO_Num;EC_Date;CT_Num;JO_Type
495828;19.0;3370.861;640.464;01;2024-01-29;1098;0
474255;1.0;0.0;0.0;06;2023-11-15;;3
334309;1.0;15.624;524.362;05;2022-05-26;4110000352;2
309435;1.0;135.217;1.352;03;2022-02-10;4110000352;1
309363;1.0;135.217;9074.654;10;2022-02-10;4110000352;2
498561;19.0;1974.8;375.212;03;2024-02-06;4110000440;1
498548;19.0;6970.163;1324.331;03;2024-02-06;4110000022;1
498503;7.0;1121.472;78.503;03;2024-02-06;4110000353;1
498364;19.0;1321.073;251.004;03;2024-02-06;4110000256;1
498357;19.0;831.928;158.066;03;2024-02-06;4110000085;1
497857;19.0;3865.592;734.462;03;2024-02-05;4110000249;1
497839;19.0;53042.015;10077.52;01;2024-02-05;1343;0
497748;19.0;1310.904;249.072;03;2024-02-02;4110000121;1
497691;19.0;1342.864;255.144;03;2024-02-02;4110000022;1
496103;19.0;7264.813;1380.314;03;2024-01-29;4110000022;1
496100;19.0;-7478.995;-1421.009;03;2024-01-29;4110000022;1
496097;19.0;7478.995;1421.009;03;2024-01-29;4110000022;1
496070;19.0;13536.38;2571.912;03;2024-01-29;4110000022;1
495861;19.0;59916.483;11384.132;02;2024-01-29;1098;2
495859;19.0;75153.212;14279.11;02;2024-01-29;1098;2
495850;19.0;24001.236;4560.235;01;2024-01-29;1098;0
495846;19.0;75153.212;14279.11;01;2024-01-29;1098;0
495840;19.0;3212.07;610.293;01;2024-01-29;1098;0
495834;19.0;29332.316;5573.14;01;2024-01-29;1098;0
498611;19.0;1699.217;322.851;03;2024-02-06;4110000048;1
498630;19.0;2962.2;562.818;03;2024-02-06;4110000022;1
498637;19.0;3282.544;623.683;03;2024-02-06;4110000216;1
498690;19.0;53042.015;10077.52;02;2024-02-07;1343;2
498756;19.0;584.024;110.965;03;2024-02-07;4110000363;1
498763;19.0;1397.541;265.533;03;2024-02-07;4110000386;1
499921;19.0;301.68;57.319;03;2024-02-12;4110000326;1
499128;7.0;1121.472;78.503;03;2024-02-08;4110000333;1
499136;19.0;2422.867;460.345;03;2024-02-08;4110000943;1
499140;19.0;3567.304;677.788;03;2024-02-08;4110000264;1
499150;19.0;3883.705;737.904;03;2024-02-08;4110000488;1
499281;19.0;1815.627;344.97;03;2024-02-08;4110000439;1
499388;19.0;988.26;187.769;03;2024-02-09;4110000541;1
499395;19.0;2553.367;485.14;03;2024-02-09;4110000501;1
499604;19.0;868.908;165.093;03;2024-02-09;4110000532;1
499618;19.0;1305.054;247.96;03;2024-02-09;4110000421;1
499624;19.0;3050.231;579.544;03;2024-02-09;4110000408;1
499631;19.0;1703.21;323.61;03;2024-02-09;4110000423;1
499640;19.0;-1974.8;-375.212;03;2024-02-09;4110000440;1
499644;19.0;1932.796;367.231;03;2024-02-09;4110000440;1
499663;19.0;1131.9;215.061;03;2024-02-09;4110000022;1
499685;19.0;5324.934;1011.737;03;2024-02-10;4110000522;1
499846;19.0;8955.009;1701.452;03;2024-02-12;4110001254;1
499887;19.0;417.258;79.279;03;2024-02-12;4110000066;1
499891;19.0;2415.995;459.039;03;2024-02-12;4110000362;1
499966;19.0;6103.099;1159.589;03;2024-02-12;4110000022;1
499988;19.0;0.0;807.568;01;2024-02-12;;0
499996;19.0;8594.151;1633.114;01;2024-02-12;1343;0
500002;19.0;0.0;4478.963;01;2024-02-12;;0
500004;19.0;16711.604;3175.094;01;2024-02-12;1345;0
500026;19.0;1184.88;225.127;03;2024-02-12;4110000075;1
498984;19.0;1699.217;322.851;05;2024-02-06;4110000048;2
500190;19.0;12396.21;2355.28;01;2024-02-14;3038;0
500194;19.0;12396.21;2355.28;02;2024-02-14;3038;2
500487;19.0;311.351;59.157;03;2024-02-15;4110001218;1
500044;19.0;32165.919;6112.077;02;2024-02-12;1343;2
500046;19.0;16711.604;3175.094;02;2024-02-12;1345;2
500121;19.0;987.4;187.606;03;2024-02-13;4110000235;1
500415;19.0;-756.52;-143.739;03;2024-02-15;4110000475;1
500448;19.0;3542.567;673.088;03;2024-02-15;4110000954;1
500475;19.0;2028.553;385.425;03;2024-02-15;4110000025;1
500054;19.0;1164.371;221.23;03;2024-02-12;4110000470;1
500060;19.0;5260.542;999.503;03;2024-02-12;4110000546;1
500144;19.0;2008.893;381.69;03;2024-02-13;4110000521;1
500703;19.0;3567.304;677.788;10;2024-02-08;4110000264;2
500245;19.0;26016.56;4943.058;01;2024-02-14;4036;0
500255;19.0;19.12;4.383;01;2024-02-14;5200;0
500301;19.0;10061.619;1911.708;03;2024-02-14;4110000526;1
501157;19.0;-393.786;-74.819;03;2024-02-16;4110000086;1
500075;19.0;231.437;43.973;03;2024-02-13;4110000195;1
500151;19.0;7782.796;1477.829;01;2024-02-13;3038;0
500157;19.0;7782.796;1477.829;02;2024-02-13;3038;2
500291;19.0;784.034;148.966;03;2024-02-14;4110000362;1
500386;19.0;4195.926;797.225;03;2024-02-15;4110000022;1
500393;19.0;446.658;84.865;03;2024-02-15;4110000552;1
501213;19.0;963.044;182.978;03;2024-02-16;4110000503;1
501217;19.0;1589.084;301.926;03;2024-02-16;4110000167;1
501073;19.0;3025.203;574.789;03;2024-02-16;4110000488;1
500583;19.0;8955.009;1701.452;10;2024-02-12;4110001254;2
501080;19.0;1056.875;200.806;03;2024-02-16;4110000562;1
501384;19.0;19690.8;3741.2;01;2024-02-17;1345;0
501303;19.0;6223.876;1182.536;03;2024-02-16;4110000066;1
501318;19.0;1238.526;235.321;03;2024-02-16;4110000086;1
501173;19.0;789.92;150.085;03;2024-02-16;4110000249;1
501039;19.0;834.517;158.558;03;2024-02-15;4110000978;1
501370;19.0;19.12;3.383;01;2024-02-17;5200;0
501374;19.0;28883.289;5488.089;01;2024-02-17;1343;0
500341;19.0;3207.134;609.355;03;2024-02-15;4110000080;1
500348;19.0;3306.791;628.29;03;2024-02-15;4110000428;1
500399;19.0;-446.658;-84.865;03;2024-02-15;4110000552;1
501199;19.0;2016.889;383.209;03;2024-02-16;4110000407;1
501466;19.0;471.598;89.604;03;2024-02-17;4110000552;1
501340;19.0;2926.541;556.043;03;2024-02-16;4110000943;1
501350;19.0;5551.803;1054.843;03;2024-02-16;4110000409;1
501354;19.0;468.607;89.035;03;2024-02-16;4110000086;1
501532;19.0;2184.832;415.118;03;2024-02-19;4110000468;1
501661;19.0;2479.014;471.013;03;2024-02-19;4110000961;1
501665;19.0;2523.786;479.519;03;2024-02-19;4110000406;1
501706;19.0;3094.003;587.861;03;2024-02-19;4110000056;1
501724;19.0;834.517;158.558;03;2024-02-20;4110000978;1
501728;19.0;1569.987;298.298;03;2024-02-20;4110000517;1
501737;19.0;16534.954;3141.641;03;2024-02-20;4110000022;1
501741;19.0;9455.04;1796.458;01;2024-02-20;1356;0
501490;19.0;28883.289;5488.089;02;2024-02-17;1343;2
501492;19.0;19690.8;3741.2;02;2024-02-17;1345;2
501749;19.0;4250.358;807.568;02;2024-02-19;1098;2
501778;19.0;833.595;158.383;03;2024-02-20;4110000437;1
501811;19.0;394.96;75.042;03;2024-02-20;4110000521;1
501585;19.0;1852.932;352.057;03;2024-02-19;4110000488;1
501591;19.0;26016.56;4943.058;07;2024-02-19;4036;2
501646;19.0;1474.778;280.208;03;2024-02-19;4110000977;1
501653;19.0;1508.496;286.614;03;2024-02-19;4110000166;1
501972;19.0;2067.186;392.765;03;2024-02-21;4110000959;1
501998;19.0;-2174.22;-413.102;03;2024-02-21;4110000022;1
502003;19.0;-605.216;-114.991;03;2024-02-21;4110000022;1
502006;19.0;1608.05;305.53;03;2024-02-21;4110000022;1
502018;19.0;350.817;66.655;03;2024-02-21;4110001415;1
501877;19.0;1462.321;277.841;03;2024-02-20;4110000056;1
502022;19.0;292.961;55.663;03;2024-02-21;4110001416;1
501883;19.0;2485.328;472.212;03;2024-02-21;4110000266;1
502026;19.0;1576.527;299.54;03;2024-02-21;4110001413;1
501890;19.0;2263.409;430.048;03;2024-02-21;4110000353;1
501897;19.0;22245.838;4227.379;01;2024-02-21;1344;0
501901;19.0;4192.076;796.494;01;2024-02-21;3038;0
501782;19.0;954.789;181.41;03;2024-02-20;4110001247;1
501866;19.0;-131.262;-24.94;03;2024-02-20;4110000521;1
501869;19.0;156.198;29.678;03;2024-02-20;4110000521;1
501874;19.0;-1474.921;-280.235;03;2024-02-20;4110000056;1
502358;19.0;926.466;176.029;03;2024-02-23;4110000080;1
501979;19.0;6768.462;1286.008;03;2024-02-21;4110000004;1
502388;19.0;960.584;182.511;03;2024-02-24;4110000025;1
502392;19.0;1224.779;232.708;03;2024-02-24;4110000025;1
502398;19.0;1943.367;369.24;03;2024-02-24;4110000282;1
502032;19.0;-2570.854;-488.462;03;2024-02-21;4110000522;1
502039;19.0;2878.939;546.998;03;2024-02-21;4110000522;1
502291;19.0;1310.898;249.071;03;2024-02-23;4110000363;1
502325;19.0;1316.257;250.089;03;2024-02-23;4110000541;1
502338;19.0;4512.977;857.466;03;2024-02-23;4110000475;1
502349;19.0;218.16;41.45;03;2024-02-23;4110000409;1
502561;19.0;9455.04;1796.458;02;2024-02-26;1356;2
502565;19.0;4192.076;796.494;02;2024-02-26;3038;2
502589;19.0;7484.393;1422.035;03;2024-02-26;4110000022;1
502593;19.0;4255.536;808.552;03;2024-02-26;4110000022;1
502408;19.0;15489.66;2943.035;02;2024-02-24;1345;2
502412;19.0;630.334;119.763;03;2024-02-24;4110000022;1
502421;19.0;5218.424;991.501;03;2024-02-24;4110000408;1
502425;19.0;422.811;80.334;03;2024-02-24;4110000408;1
502435;19.0;3406.372;647.211;03;2024-02-24;4110000502;1
502504;19.0;2364.455;449.246;03;2024-02-26;4110000414;1
502210;19.0;15489.66;2943.035;01;2024-02-23;1345;0
502545;19.0;-422.811;-80.334;03;2024-02-26;4110000408;1
502264;19.0;-11577.06;-2199.641;03;2024-02-23;4110000022;1
502549;19.0;491.64;93.412;03;2024-02-26;4110000408;1
502552;19.0;-549.654;-104.434;03;2024-02-26;4110000025;1
502555;19.0;639.132;121.435;03;2024-02-26;4110000025;1
502759;19.0;0.0;2042.749;01;2024-02-27;;0
502780;19.0;22043.252;4188.447;02;2024-02-27;1346;2
502797;19.0;0.0;2042.749;02;2024-02-27;1098;2
502825;19.0;3462.784;657.929;03;2024-02-27;4110000022;1
502831;19.0;635.31;120.709;03;2024-02-27;4110000022;1
503226;19.0;2028.553;385.425;10;2024-02-15;4110000025;2
503238;19.0;1056.875;200.806;10;2024-02-15;4110000562;2
503334;19.0;2185.363;415.219;10;2024-02-24;4110000025;2
502753;7.0;28680.482;2007.571;01;2024-02-27;5200;0
502473;19.0;786.456;149.427;03;2024-02-26;4110000391;1
503506;19.0;2067.186;392.765;10;2024-02-21;4110000959;2
503836;19.0;350.817;66.655;05;2024-02-21;4110001415;2
503856;19.0;954.789;181.41;05;2024-02-20;4110001247;2
503932;19.0;471.598;89.604;05;2024-02-17;4110000552;2
502616;19.0;625.887;118.919;03;2024-02-26;4110000353;1
503998;19.0;3714.602;705.775;05;2024-02-14;4110000475;2
503114;19.0;5087.111;966.551;03;2024-02-27;4110000022;1
504289;19.0;982.873;186.746;03;2024-02-28;4110001462;1
504295;19.0;1749.37;332.38;03;2024-02-28;4110001464;1
504299;19.0;42966.31;8163.006;01;2024-02-28;1343;0
502622;19.0;2051.591;389.802;03;2024-02-26;4110000294;1
504324;19.0;1945.745;369.692;03;2024-02-28;4110000229;1
502626;19.0;43541.119;8271.321;01;2024-02-26;5200;0
502525;19.0;3064.999;582.35;03;2024-02-26;4110000488;1
502665;19.0;1280.663;243.326;03;2024-02-27;4110000407;1
502676;19.0;8670.876;1647.466;03;2024-02-27;4110000203;1
504461;19.0;-3587.011;-681.532;03;2024-02-29;4110000196;1
502680;19.0;1764.75;335.303;03;2024-02-27;4110000203;1
504303;19.0;24267.784;4610.843;01;2024-02-28;1345;0
504464;19.0;17329.795;3292.661;03;2024-02-29;4110000403;1
504481;19.0;5924.457;1125.647;03;2024-02-29;4110000546;1
503892;19.0;3081.403;585.467;05;2024-02-19;4110000056;2
504507;19.0;1028.136;195.346;03;2024-02-29;4110001465;1
504565;19.0;42966.31;8163.006;02;2024-02-29;1343;2
504567;19.0;24267.784;4610.843;02;2024-02-29;1345;2
504571;19.0;46822.726;8896.318;01;2024-02-29;1098;0
504680;19.0;4550.868;864.665;03;2024-02-29;4110000056;1
503417;19.0;3437.597;653.143;03;2024-02-28;4110001247;1
503421;19.0;808.452;153.606;03;2024-02-28;4110000552;1
503428;19.0;2217.964;421.413;03;2024-02-28;4110000488;1
503438;19.0;1599.267;303.861;03;2024-02-28;4110000390;1
503442;19.0;246.499;46.835;03;2024-02-28;4110000390;1
503646;19.0;2926.541;556.043;10;2024-02-19;4110000943;2
504793;19.0;352.947;67.06;03;2024-02-29;4110000048;1
504796;19.0;-1365.48;-259.441;03;2024-02-29;4110000267;1
504802;19.0;5610.191;1065.936;03;2024-03-01;4110000545;1
504827;19.0;7352.296;1396.936;01;2024-03-01;1098;0
504840;19.0;4879.843;927.17;03;2024-03-01;4110000959;1
504888;19.0;10658.7;2025.153;03;2024-03-01;4110000354;1
504902;19.0;3608.983;685.707;03;2024-03-01;4110000397;1
504577;19.0;46822.726;8896.318;02;2024-02-29;1098;2
504906;19.0;57.36;10.898;03;2024-03-01;4110000397;1
504686;19.0;3860.681;733.529;03;2024-02-29;4110000494;1
504705;19.0;-187.24;-35.576;03;2024-02-29;4110001481;1
504708;19.0;2553.973;485.255;03;2024-02-29;4110001481;1
504732;19.0;3382.158;642.61;03;2024-02-29;4110000353;1
504737;19.0;3157.299;599.887;03;2024-02-29;4110000267;1
504742;19.0;478.991;91.008;03;2024-02-29;4110000282;1
504748;19.0;1523.316;289.43;03;2024-02-29;4110000406;1
504755;19.0;5851.601;1111.804;03;2024-02-29;4110000022;1
504786;19.0;2032.718;386.216;03;2024-02-29;4110000048;1
504790;19.0;-371.555;-70.595;03;2024-02-29;4110000048;1
505044;19.0;352.947;67.06;03;2024-03-01;4110000397;1
505047;19.0;705.886;134.118;03;2024-03-01;4110000397;1
505050;19.0;5998.444;1139.715;02;2024-03-01;1348;2
505626;19.0;1010.905;192.072;03;2024-03-02;4110001413;1
505630;19.0;308.82;58.676;03;2024-03-02;4110001413;1
505633;19.0;-335.872;-63.816;03;2024-03-02;4110001413;1
505638;19.0;8159.682;1550.34;03;2024-03-02;4110000066;1
505696;19.0;40.461;7.688;03;2024-03-04;4110000440;1
505699;19.0;-40.461;-7.688;03;2024-03-04;4110000440;1
505705;19.0;2060.276;391.452;03;2024-03-04;4110000439;1
504932;19.0;7352.296;1396.936;02;2024-03-01;1098;2
504936;19.0;141.177;26.824;03;2024-03-01;4110001481;1
505002;19.0;12168.098;2311.939;03;2024-03-01;4110000380;1
505035;19.0;-743.109;-141.191;03;2024-03-01;4110000397;1
505038;19.0;705.894;134.12;03;2024-03-01;4110000397;1
505041;19.0;-371.555;-70.595;03;2024-03-01;4110000397;1
505801;19.0;5937.472;1128.12;03;2024-03-04;4110000488;1
505806;19.0;297.57;56.538;03;2024-03-04;4110001218;1
505820;19.0;3337.168;634.062;03;2024-03-04;4110000022;1
505321;19.0;808.452;153.606;05;2024-02-28;4110000552;2
505325;19.0;3437.597;653.143;05;2024-02-28;4110001247;2
505829;19.0;10893.923;2069.845;03;2024-03-04;4110000943;1
505884;19.0;4876.603;926.555;03;2024-03-05;4110000308;1
505902;19.0;2083.731;395.909;03;2024-03-05;4110000470;1
505916;19.0;0.0;308.673;03;2024-03-05;;1
505680;19.0;2976.268;565.491;03;2024-03-04;4110000386;1
505948;19.0;2032.718;386.216;05;2024-03-01;4110000048;2
506050;19.0;4879.843;927.17;10;2024-03-01;4110000959;2
505715;19.0;2134.783;405.609;03;2024-03-04;4110000146;1
505721;19.0;1508.456;286.607;03;2024-03-04;4110000521;1
505731;19.0;541.361;102.859;03;2024-03-04;4110000552;1
505748;19.0;-2029.4;-385.586;03;2024-03-04;4110000308;1
505758;19.0;851.438;161.773;03;2024-03-04;4110000963;1
505770;19.0;4694.115;891.882;03;2024-03-04;4110000543;1
506292;19.0;1129.206;214.549;03;2024-03-05;4110001463;1
506373;19.0;4629.617;879.627;03;2024-03-06;4110000022;1
506431;19.0;184.962;35.143;03;2024-03-06;4110000167;1
506775;19.0;655.38;124.522;03;2024-03-08;4110000052;1
506444;19.0;3848.367;731.19;03;2024-03-06;4110000167;1
506450;19.0;2789.933;530.087;03;2024-03-06;4110000018;1
506465;19.0;2236.035;424.847;03;2024-03-06;4110000022;1
506475;19.0;158.6;30.134;03;2024-03-07;4110000386;1
506480;19.0;61.302;11.647;03;2024-03-07;4110000440;1
506487;19.0;2984.615;567.077;03;2024-03-07;4110000350;1
506502;19.0;2158.921;410.195;03;2024-03-07;4110000117;1
505927;19.0;5056.897;960.81;03;2024-03-05;4110000264;1
506553;19.0;3768.414;715.999;03;2024-03-07;4110001508;1
506580;19.0;2812.215;534.321;03;2024-03-07;4110000362;1
506090;19.0;403.286;76.624;10;2024-03-01;4110000475;2
506219;19.0;1235.188;234.686;03;2024-03-05;4110001416;1
506627;19.0;54867.242;10425.811;02;2024-03-07;1343;2
506244;19.0;1436.974;273.025;03;2024-03-05;4110000056;1
506251;19.0;3289.521;625.009;03;2024-03-05;4110000275;1
506282;19.0;1861.203;353.629;03;2024-03-05;4110001490;1
506667;19.0;1495.777;284.198;03;2024-03-08;4110000048;1
506286;19.0;894.156;169.89;03;2024-03-05;4110001471;1
506745;19.0;897.264;170.48;03;2024-03-08;4110000552;1
506763;19.0;3937.63;748.15;03;2024-03-08;4110000978;1
506791;19.0;8379.233;1592.054;01;2024-03-08;3038;0
506797;19.0;18324.408;3481.638;01;2024-03-08;1345;0
506803;19.0;3865.839;734.509;03;2024-03-08;4110000526;1
506834;19.0;22670.947;4307.938;01;2024-03-08;1343;0
506838;19.0;32196.295;6117.873;01;2024-03-08;1343;0
506869;19.0;5998.444;1139.715;01;2024-03-09;1348;0
506881;19.0;26748.794;5082.902;01;2024-03-09;5200;0
506885;19.0;11746.298;2231.753;01;2024-03-09;5200;0
506893;19.0;0.0;1017.9;01;2024-03-09;;0
506907;19.0;25624.315;4869.004;01;2024-03-09;1343;0
506685;19.0;10148.746;1928.262;03;2024-03-08;4110000097;1
506709;19.0;2539.16;482.44;01;2024-03-08;3038;0
506715;19.0;65907.082;12522.346;01;2024-03-08;1098;0
506721;19.0;22043.252;4188.447;01;2024-03-08;1346;0
507012;19.0;1989.234;377.954;03;2024-03-11;4110000070;1
507039;19.0;2950.246;560.547;03;2024-03-11;4110001481;1
507076;19.0;10774.687;2047.894;02;2024-03-11;1348;2
507132;19.0;1436.974;273.025;05;2024-03-05;4110000056;2
507182;19.0;3768.414;715.999;05;2024-03-07;4110001508;2
507534;19.0;5056.897;960.81;10;2024-03-05;4110000264;2
507678;19.0;3186.214;605.381;03;2024-03-12;4110000267;1
507682;19.0;1912.724;363.418;03;2024-03-12;4110000166;1
507686;19.0;289.164;54.941;03;2024-03-12;4110001218;1
507696;19.0;6220.171;1181.832;03;2024-03-12;4110000080;1
506915;19.0;20806.997;3953.372;01;2024-03-09;1098;0
506932;19.0;8670.777;1647.448;03;2024-03-09;4110000022;1
506936;19.0;10896.797;2070.391;03;2024-03-09;4110000022;1
506957;19.0;10918.393;2074.494;02;2024-03-09;3038;2
506959;19.0;25624.315;4869.004;02;2024-03-09;1343;2
506961;19.0;20806.997;3953.372;02;2024-03-09;1098;2
506963;19.0;65907.082;12522.346;02;2024-03-09;1098;2
506965;19.0;18324.408;3481.638;02;2024-03-09;1345;2
506989;19.0;2166.972;411.725;03;2024-03-09;4110001547;1
508016;19.0;2213.521;420.569;03;2024-03-14;4110001011;1
508020;19.0;3926.573;746.049;03;2024-03-14;4110000333;1
508036;19.0;1180.679;224.329;03;2024-03-14;4110000157;1
508040;19.0;1499.411;284.888;03;2024-03-14;4110000541;1
508050;19.0;2964.2;563.198;03;2024-03-14;4110000488;1
507474;19.0;2789.933;530.087;10;2024-03-06;4110000018;2
508063;19.0;2597.743;493.571;03;2024-03-14;4110000546;1
508074;19.0;3380.674;642.328;03;2024-03-14;4110001560;1
508078;19.0;672.65;127.804;03;2024-03-14;4110001559;1
508084;19.0;1135.99;215.838;03;2024-03-14;4110001560;1
508088;19.0;5730.953;1088.881;03;2024-03-14;4110000403;1
507738;19.0;3022.172;574.213;03;2024-03-12;4110000022;1
508095;19.0;1934.615;367.577;03;2024-03-14;4110000977;1
507750;19.0;4210.01;799.902;03;2024-03-12;4110000961;1
507998;19.0;2990.808;568.254;03;2024-03-14;4110001437;1
508008;19.0;2777.296;527.686;03;2024-03-14;4110000213;1
508012;19.0;2508.39;476.594;03;2024-03-14;4110000978;1
508340;19.0;6621.178;1258.024;01;2024-03-15;3038;0
508386;19.0;3222.349;612.246;03;2024-03-15;4110000056;1
508393;19.0;3420.846;649.961;03;2024-03-15;4110000362;1
508410;19.0;13733.567;2609.243;02;2024-03-15;1345;2
508412;19.0;6621.178;1258.024;02;2024-03-15;3038;2
508888;19.0;672.65;127.804;10;2024-03-14;4110001559;2
508890;19.0;4516.664;858.166;10;2024-03-14;4110001560;2
508116;19.0;3399.627;645.929;03;2024-03-14;4110000294;1
508120;19.0;432.957;82.262;03;2024-03-14;4110001413;1
508219;19.0;2775.127;527.274;03;2024-03-14;4110000022;1
508275;19.0;1547.56;294.036;03;2024-03-14;4110000353;1
508279;19.0;563.074;106.984;03;2024-03-14;4110001413;1
508283;19.0;2489.255;472.958;03;2024-03-14;4110001569;1
508310;19.0;-668.088;-126.937;03;2024-03-14;4110000403;1
508336;19.0;13733.567;2609.243;01;2024-03-15;1345;0
508988;19.0;711.243;135.136;03;2024-03-16;4110000299;1
508992;19.0;1890.791;359.25;03;2024-03-16;4110000503;1
509002;19.0;-1890.791;-359.25;03;2024-03-16;4110000503;1
509010;19.0;2917.786;554.379;03;2024-03-16;4110000066;1
509125;19.0;4789.912;910.083;03;2024-03-16;4110000428;1
508674;19.0;2415.194;458.887;03;2024-03-15;4110000423;1
508678;19.0;7066.998;1342.73;03;2024-03-15;4110000022;1
509131;19.0;3869.23;735.154;03;2024-03-16;4110000428;1
509146;19.0;658.944;125.199;03;2024-03-16;4110001547;1
508912;19.0;2777.296;527.686;10;2024-03-14;4110000213;2
508932;19.0;2158.921;410.195;10;2024-03-14;4110000117;2
508944;19.0;1972.683;374.81;03;2024-03-15;4110000503;1
508951;19.0;-1235.2;-234.688;03;2024-03-15;4110000080;1
509175;19.0;17787.132;3379.061;01;2024-03-18;1343;0
509265;19.0;2242.35;426.047;03;2024-03-18;4110000407;1
509280;19.0;2065.429;392.432;03;2024-03-18;4110000407;1
508956;19.0;1383.249;262.817;03;2024-03-15;4110000437;1
508964;19.0;336.455;63.926;03;2024-03-16;4110001463;1
508970;19.0;852.538;161.987;03;2024-03-16;4110001416;1
508976;19.0;2109.873;400.876;03;2024-03-16;4110000299;1
509358;19.0;4787.387;909.604;03;2024-03-18;4110000403;1
509382;19.0;1934.615;367.577;03;2024-03-18;4110000249;1
509568;19.0;7723.6;1467.4;01;2024-03-18;1345;0
509572;19.0;16089.164;3056.941;01;2024-03-18;1345;0
509655;19.0;30300.881;5757.167;03;2024-03-18;4110000022;1
509667;19.0;23812.764;4524.341;02;2024-03-18;1345;2
509716;19.0;653.193;124.107;03;2024-03-18;4110000117;1
509725;19.0;1890.834;359.258;03;2024-03-18;4110000958;1
509729;19.0;1504.223;285.802;03;2024-03-18;4110001464;1
509738;19.0;957.983;182.017;03;2024-03-18;4110000267;1
509745;19.0;627.159;119.16;03;2024-03-18;4110001465;1
509772;19.0;1310.76;249.044;03;2024-03-18;4110000117;1
509778;19.0;1148.329;218.183;03;2024-03-18;4110001413;1
509786;19.0;3869.23;735.154;03;2024-03-18;4110000440;1
509814;19.0;2980.974;566.385;03;2024-03-19;4110000075;1
509857;19.0;17787.132;3379.061;02;2024-03-19;1343;2
509298;19.0;-2242.35;-426.047;03;2024-03-18;4110000407;1
509309;7.0;859.824;60.188;03;2024-03-18;4110001564;1
509314;7.0;-859.824;-60.188;03;2024-03-18;4110001564;1
509318;19.0;1056.321;200.701;03;2024-03-18;4110000408;1
509891;19.0;7563.0;1436.97;01;2024-03-19;1345;0
509331;19.0;43.697;8.302;03;2024-03-18;4110001437;1
509962;19.0;-47.064;-8.942;03;2024-03-19;4110001437;1
509982;19.0;-84.6;-16.074;03;2024-03-19;4110000048;1
510037;19.0;655.378;124.521;03;2024-03-20;4110000363;1
510044;19.0;1436.974;273.025;03;2024-03-20;4110000275;1
510054;19.0;654.212;124.301;03;2024-03-20;4110000372;1
510058;19.0;1912.193;363.317;03;2024-03-20;4110000959;1
510067;19.0;3222.349;612.246;10;2024-03-15;4110000056;2
510265;0.0;0.0;0.0;05;2024-03-15;4110001564;2
510318;19.0;1525.21;289.79;03;2024-03-20;4110000075;1
510343;19.0;294.2;55.898;03;2024-03-20;4110000346;1
510349;19.0;-294.2;-55.898;03;2024-03-20;4110000346;1
510415;19.0;294.2;55.898;03;2024-03-21;4110000346;1
510437;19.0;1068.847;203.081;03;2024-03-21;4110000025;1
510445;19.0;1458.091;277.036;03;2024-03-21;4110000025;1
510487;19.0;11791.804;2240.443;03;2024-03-21;4110000179;1
510552;19.0;1754.608;333.376;03;2024-03-21;4110001490;1
510568;19.0;963.289;183.02;03;2024-03-21;4110001496;1
510584;19.0;1530.856;290.862;03;2024-03-21;4110000562;1
510602;19.0;10774.687;2047.894;01;2024-03-21;1348;0
509931;19.0;1646.667;312.867;03;2024-03-19;4110000022;1
509944;19.0;1513.0;287.47;03;2024-03-19;4110000551;1
509948;19.0;884.784;168.109;03;2024-03-19;4110000552;1
510698;19.0;-617.6;-117.344;03;2024-03-21;4110000518;1
510701;19.0;5474.745;1040.201;03;2024-03-21;4110000518;1
510705;19.0;453.912;86.243;03;2024-03-22;4110001463;1
510709;19.0;100.722;19.137;03;2024-03-22;4110001218;1
510729;19.0;1686.19;320.376;03;2024-03-22;4110000483;1
510753;19.0;838.272;159.272;03;2024-03-22;4110000376;1
510819;19.0;3333.196;633.308;03;2024-03-22;4110000406;1
510823;19.0;-403.378;-76.642;03;2024-03-22;4110000406;1
510833;19.0;6407.889;1217.499;03;2024-03-22;4110000022;1
510879;19.0;795.4;151.126;03;2024-03-22;4110001547;1
510883;19.0;6862.572;1303.889;03;2024-03-22;4110001627;1
510891;19.0;0.0;272.909;03;2024-03-22;;1
510896;19.0;3576.253;679.488;03;2024-03-23;4110000052;1
510979;19.0;1890.834;359.258;10;2024-03-19;4110000958;2
511043;19.0;1912.193;363.317;10;2024-03-20;4110000959;2
511121;19.0;824.802;156.712;03;2024-03-23;4110000541;1
511131;19.0;1714.214;325.701;03;2024-03-23;4110001416;1
511141;19.0;2806.696;533.273;03;2024-03-23;4110001247;1
510649;19.0;91891.58;17459.4;02;2024-03-21;1344;2
510655;19.0;69189.347;13145.976;01;2024-03-21;1344;0
510659;19.0;22702.233;4313.424;01;2024-03-21;1344;0
511280;19.0;1530.856;290.862;10;2024-03-21;4110000562;2
511310;19.0;2526.938;480.117;10;2024-03-21;4110000025;2
511390;19.0;6207.409;1179.406;03;2024-03-25;4110000036;1
511396;19.0;2587.808;491.684;03;2024-03-25;4110000213;1
511404;19.0;1023.294;194.426;03;2024-03-25;4110000229;1
511408;19.0;647.09;122.947;03;2024-03-25;4110000229;1
511412;19.0;5536.184;1051.875;03;2024-03-25;4110000066;1
511474;19.0;-2587.808;-491.684;03;2024-03-25;4110000213;1
511478;19.0;2711.915;515.264;03;2024-03-25;4110000213;1
511498;19.0;7563.0;1436.97;02;2024-03-25;1345;2
