DO_Piece;DR_Montant;DR_Regle;DR_ModeReg
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;2
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MF2300842;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MF2300842;0.0;0;2
MFR023001;0.0;0;1
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;2
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300839;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;2
MF2300841;0.0;0;2
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300842;0.0;0;1
MF2300842;0.0;0;1
MF2300834;0.0;0;2
MF2300834;0.0;0;2
MF2300835;0.0;0;1
MF2300835;0.0;0;2
MF2300836;0.0;0;2
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MF2300842;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AMR230000;0.0;0;1
AMR230000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
MF2300843;0.0;0;2
MF2300843;0.0;0;1
MF2300843;0.0;0;1
MF2300843;0.0;0;1
MF2300843;0.0;0;1
MF2300843;0.0;0;1
MF2300843;0.0;0;2
MF2300843;0.0;0;2
MF2300835;0.0;0;1
MF2300843;0.0;0;1
MF2300843;0.0;0;1
MF2300844;0.0;0;1
MF2300826;0.0;0;1
MF2300827;0.0;0;1
MF2300829;0.0;0;1
MF2300837;0.0;0;2
MF2300838;0.0;0;1
MF2300838;0.0;0;1
MF2300841;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;2
MF2300844;0.0;0;2
MF2300844;0.0;0;1
MF2300844;0.0;0;2
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;2
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300845;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300844;0.0;0;2
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300844;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;2
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MFR023001;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300838;0.0;0;1
MF2300839;0.0;0;2
MF2300839;0.0;0;1
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300841;0.0;0;1
MF2300841;0.0;0;2
MF2300843;0.0;0;1
MF2300843;0.0;0;2
MF2300847;0.0;0;1
MF2300844;0.0;0;1
MFR023001;0.0;0;1
MF2300847;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300845;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MFR023001;0.0;0;1
MF2300847;0.0;0;1
MFR023001;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300838;0.0;0;2
MF2300844;0.0;0;1
MF2300845;0.0;0;1
MF2300846;0.0;0;2
MF2300846;0.0;0;2
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;2
MF2300848;0.0;0;2
MF2300848;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;2
MF2300849;0.0;0;2
MF2300849;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;2
MF2300850;0.0;0;1
MF2300850;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300848;0.0;0;2
MF2300848;0.0;0;2
MF2300848;0.0;0;2
MF2300848;0.0;0;1
MF2300848;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;2
MF2300849;0.0;0;2
MF2300849;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;2
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;2
MF2300850;0.0;0;1
MF2300848;0.0;0;2
MF2300849;0.0;0;1
MF2300849;0.0;0;1
MF2300849;0.0;0;2
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;2
MF2300850;0.0;0;1
MFR023001;0.0;0;1
MF2300850;0.0;0;1
MF2300850;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MF2300851;0.0;0;1
MF2300845;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300851;0.0;0;1
MF2300840;0.0;0;1
MFR023001;0.0;0;1
MF2300851;0.0;0;1
MF2300851;0.0;0;2
MFR023001;0.0;0;1
MF2300851;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300851;0.0;0;1
MFR023001;0.0;0;1
MF2300851;0.0;0;2
MF2300851;0.0;0;1
MF2300851;0.0;0;1
MF2300851;0.0;0;2
MF2300851;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;2
MF2300853;0.0;0;2
MF2300853;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300852;0.0;0;1
MF2300851;0.0;0;1
MF2300851;0.0;0;1
MF2300851;0.0;0;2
MF2300851;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;2
MF2300853;0.0;0;2
MF2300853;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MFR023001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300851;0.0;0;2
MF2300854;0.0;0;1
MF2300854;0.0;0;1
MF2300831;0.0;0;1
MF2300832;0.0;0;2
MF2300832;0.0;0;1
MF2300834;0.0;0;1
MF2300834;0.0;0;1
MF2300834;0.0;0;2
MF2300836;0.0;0;2
MF2300836;0.0;0;1
MF2300837;0.0;0;1
MF2300837;0.0;0;2
MF2300842;0.0;0;1
MFR023001;0.0;0;1
MF2300838;0.0;0;1
MF2300840;0.0;0;2
MF2300840;0.0;0;2
MF2300840;0.0;0;1
MF2300840;0.0;0;1
MF2300841;0.0;0;1
MF2300841;0.0;0;1
MF2300843;0.0;0;1
MF2300847;0.0;0;1
MF2300847;0.0;0;1
MF2300844;0.0;0;1
MF2300845;0.0;0;1
MF2300845;0.0;0;1
MFR023001;0.0;0;1
MF2300846;0.0;0;1
MF2300846;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300851;0.0;0;2
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300852;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;2
MF2300854;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300854;0.0;0;1
MF2300852;0.0;0;1
MF2300854;0.0;0;2
MF2300854;0.0;0;2
MFR023001;0.0;0;1
MF2300855;0.0;0;1
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;1
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300855;0.0;0;1
MF2300855;0.0;0;2
MF2300856;0.0;0;2
MF2300856;0.0;0;2
MF2300856;0.0;0;1
MF2300856;0.0;0;2
MF2300856;0.0;0;2
MF2300856;0.0;0;2
MF2300856;0.0;0;1
MF2300856;0.0;0;1
MF2300856;0.0;0;1
MF2300856;0.0;0;2
MF2300857;0.0;0;2
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300857;0.0;0;1
MF2300858;0.0;0;2
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300858;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AMR230000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
AMR230000;0.0;0;1
AM0000000;0.0;0;1
MF2300851;0.0;0;2
MF2300851;0.0;0;2
MF2300855;0.0;0;1
MF2300855;0.0;0;2
MF2300855;0.0;0;2
MF2300856;0.0;0;2
MF2300856;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;2
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300859;0.0;0;2
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;2
MF2300860;0.0;0;1
MF2300860;0.0;0;2
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300856;0.0;0;2
MF2300856;0.0;0;1
MF2300857;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;1
MF2300858;0.0;0;2
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300859;0.0;0;2
MF2300859;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300859;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;2
MF2300860;0.0;0;1
MF2300860;0.0;0;2
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300854;0.0;0;2
MF2300860;0.0;0;1
MF2300861;0.0;0;2
MF2300861;0.0;0;2
MF2300861;0.0;0;1
MF2300861;0.0;0;2
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300857;0.0;0;1
MF2300861;0.0;0;2
MF2300859;0.0;0;1
MF2300859;0.0;0;2
MF2300860;0.0;0;2
MF2300860;0.0;0;1
MF2300860;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;1
MF2300861;0.0;0;2
MF2300861;0.0;0;2
MF2300862;0.0;0;2
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;2
MF2300863;0.0;0;2
MF2300863;0.0;0;2
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;2
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;2
MF2300863;0.0;0;2
MF2300863;0.0;0;2
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;2
MFR023001;0.0;0;2
MF2300861;0.0;0;2
MF2300861;0.0;0;1
MF2300862;0.0;0;2
MF2300864;0.0;0;1
MF2300864;0.0;0;2
MF2300864;0.0;0;2
MF2300864;0.0;0;2
MF2300864;0.0;0;2
MF2300864;0.0;0;1
MF2300864;0.0;0;1
MF2300864;0.0;0;1
MF2300862;0.0;0;1
MF2300864;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MFR023001;0.0;0;1
MF2300862;0.0;0;1
MF2300862;0.0;0;1
MF2300863;0.0;0;2
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300863;0.0;0;1
MF2300864;0.0;0;2
MF2300864;0.0;0;2
MFR023001;0.0;0;1
MF2300864;0.0;0;1
MF2300864;0.0;0;2
MF2300865;0.0;0;1
MF2300864;0.0;0;1
MF2300864;0.0;0;2
MF2300865;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;2
MF2300850;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300853;0.0;0;1
MF2300854;0.0;0;1
MF2300855;0.0;0;2
MF2300862;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;2
MF2300865;0.0;0;2
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;2
MF2300865;0.0;0;1
MF2300858;0.0;0;2
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;2
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MFR023001;0.0;0;2
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MF2300866;0.0;0;2
MF2300866;0.0;0;2
MF2300866;0.0;0;2
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MF2300867;0.0;0;2
MF2300867;0.0;0;2
MF2300867;0.0;0;2
MF2300867;0.0;0;1
MF2300867;0.0;0;2
MF2300867;0.0;0;1
MF2300867;0.0;0;1
MF2300867;0.0;0;1
MF2300867;0.0;0;1
MF2300867;0.0;0;1
MF2300867;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;2
MF2300868;0.0;0;2
MF2300868;0.0;0;2
MF2300865;0.0;0;1
MF2300865;0.0;0;1
MF2300865;0.0;0;2
MF2300865;0.0;0;1
MF2300866;0.0;0;1
MF2300866;0.0;0;1
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300868;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;2
MF2300869;0.0;0;1
MFR023001;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;2
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;2
MFR023001;0.0;0;1
MF2300869;0.0;0;2
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MF2300870;0.0;0;1
MF2300870;0.0;0;1
MF2300870;0.0;0;1
MF2300866;0.0;0;1
MF2300867;0.0;0;2
MF2300867;0.0;0;1
MF2300868;0.0;0;1
MF2300868;0.0;0;1
MF2300869;0.0;0;1
MF2300869;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300870;0.0;0;2
MF2300870;0.0;0;2
MF2300870;0.0;0;1
MF2300870;0.0;0;2
MF2300870;0.0;0;2
MF2300870;0.0;0;2
MF2300870;0.0;0;1
MF2300870;0.0;0;1
MF2300870;0.0;0;1
MF2300871;0.0;0;2
MF2300871;0.0;0;1
MF2300871;0.0;0;1
MF2300871;0.0;0;1
MF2300871;0.0;0;1
MF2300871;0.0;0;1
MF2300871;0.0;0;1
MF2300871;0.0;0;2
MF2300871;0.0;0;2
MF2300871;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;2
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MFR023001;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300872;0.0;0;2
MF2300870;0.0;0;2
MF2300870;0.0;0;2
MF2300871;0.0;0;1
MF2300872;0.0;0;1
MFR023001;0.0;0;2
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MF2300872;0.0;0;1
MFR023001;0.0;0;1
MF2300873;0.0;0;1
MF2300873;0.0;0;1
MF2300873;0.0;0;2
MF2300873;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300872;0.0;0;1
MF2300873;0.0;0;1
MF2300873;0.0;0;2
MFR023001;0.0;0;2
MFR023001;0.0;0;1
MF2300873;0.0;0;1
MF2300873;0.0;0;1
MF2300873;0.0;0;1
MFR023001;0.0;0;2
MF2300873;0.0;0;1
MF2300873;0.0;0;2
MF2300873;0.0;0;1
MF2300873;0.0;0;2
MF2300874;0.0;0;2
MF2300874;0.0;0;2
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MF2300874;0.0;0;2
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MF2300875;0.0;0;1
MF2300875;0.0;0;1
MF2300873;0.0;0;1
MF2300875;0.0;0;1
MF2300875;0.0;0;1
MFR023001;0.0;0;1
MF2300874;0.0;0;2
MF2300874;0.0;0;1
MF2300874;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
MF2300875;0.0;0;1
MF2300875;0.0;0;1
MFR023001;0.0;0;1
MFR023001;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
MAV230001;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
AM0000000;0.0;0;1
MF2300875;0.0;0;1
MF2300875;0.0;0;1
MF2300875;0.0;0;2
MF2300875;0.0;0;1
MF2300875;0.0;0;1
MF2300876;0.0;0;1
