DO_Piece;DR_Montant;DR_Regle;DR_ModeReg
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MFR250000;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;3
MFR250000;0.0;0;3
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;44058.496;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;3
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;1
MF0000002;0.0;0;1
MFR250000;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;2
MFR250000;0.0;0;2
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;3
MF0000002;0.0;0;2
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
MF0000002;0.0;0;1
