RT_Num;CT_Num;DO_Type;DO_Piece;RT_Date;RT_Mode;RT_Montant;RT_Etat;BQ_Num
RF00000001;1298;0;AM00000003978;2023-01-03 00:00:00;2;21235.5;2;AMEN BK 1
RF00000002;1298;0;AM00000003978;2023-01-03 00:00:00;5;214.5;2;
22AV001;1080;0;AM23000046;2022-11-30 00:00:00;3;1000000.0;2;AMEN BK 1
22AV002;1080;0;4622;2022-12-09 00:00:00;3;1177329.895;2;AMEN BK 1
22AV003;1080;0;AM23000040;2022-12-09 00:00:00;5;37144.746;2;AMEN BK 1
22AV004;1080;0;AM00000003827;2022-12-09 00:00:00;3;1500000.0;2;AMEN BK 1
22AV005;1049;0;AM23000052;2022-12-30 00:00:00;3;10499.456;2;AMEN BK 1
22AV006;1049;0;AM23000052;2022-12-30 00:00:00;5;1256.557;2;AMEN BK 1
RF00000003;1020;16;293;2023-01-05 00:00:00;2;16050.629;2;AMEN BK 1
RF00000004;1020;0;AM00000003982;2023-01-05 00:00:00;5;162.128;2;
RF00000005;AMEN BANK 1;0;;2023-01-06 00:00:00;2;5000.0;0;AMEN BK 1
RF00000006;5097;0;2023-000.905;2023-01-06 00:00:00;2;9979.8;2;AMEN BK 1
RF00000007;1235;0;;2023-01-04 00:00:00;4;2500.0;0;AMEN BK 2
RF00000008;4082;17;AM23000036;2023-01-09 00:00:00;2;136528.935;2;AMEN BK 1
RF00000009;4082;17;AM23000036;2023-01-09 00:00:00;5;1379.08;2;
RF00000010;FEX5632;17;1746;2023-01-09 00:00:00;2;1248.444;2;AMEN BK 1
RF00000011;FEX5632;17;1746;2023-01-09 00:00:00;5;12.611;2;
RF00000012;FEX7893;17;285;2023-01-09 00:00:00;2;350.0;2;AMEN BK 1
RF00000013;1032;17;AM00000003974;2023-01-09 00:00:00;2;87525.65;2;AMEN BK 1
RF00000014;1032;17;AM00000003974;2023-01-09 00:00:00;5;884.097;2;
RF00000015;1032;17;AM00000003975;2023-01-10 00:00:00;2;58590.629;2;AMEN BK 1
RF00000016;1032;17;AM00000003975;2023-01-10 00:00:00;5;591.825;2;
RF00000017;LM01;0;02/2023;2023-01-10 00:00:00;2;30000.0;2;AMEN BK 1
RF00000018;LM01;0;07/2023;2023-01-10 00:00:00;5;3333.333;2;
RF00000019;AMEN BANK 1;0;;2023-01-10 00:00:00;2;5000.0;0;AMEN BK 1
RF00000020;1032;17;AM00000003976;2023-01-12 00:00:00;2;83927.929;2;AMEN BK 1
RF00000021;1032;17;AM00000003976;2023-01-12 00:00:00;5;847.757;2;
RF00000022;4082;17;AM23000054;2023-01-12 00:00:00;2;162085.596;2;AMEN BK 1
RF00000023;4082;17;AM23000054;2023-01-12 00:00:00;5;1637.228;2;
RF00000024;1298;17;AM23000055;2023-01-12 00:00:00;2;21235.5;2;AMEN BK 1
RF00000025;1298;17;AM23000055;2023-01-12 00:00:00;5;214.5;2;
RF00000026;FLE0016;17;66122261;2023-01-13 00:00:00;2;2361.678;2;AMEN BK 1
RF00000027;5097;0;2023-001.735;2023-01-13 00:00:00;2;9980.2;2;AMEN BK 1
RF00000028;1013;17;AM23000070;2023-01-14 00:00:00;2;10399.207;2;AMEN BK 1
RF00000029;1013;17;AM23000070;2023-01-14 00:00:00;5;105.042;2;
RF00000030;1032;17;AM23000045;2023-01-16 00:00:00;2;46843.159;2;AMEN BK 1
RF00000031;1032;17;AM23000045;2023-01-16 00:00:00;5;473.163;2;
RF00000032;1080;0;AM23000143;2023-01-16 00:00:00;3;1500000.0;2;AMEN BK 1
RF00000033;1075;17;AM00000003937;2023-01-17 00:00:00;3;35000.0;2;AMEN BK 1
RF00000034;1075;17;AM00000003937;2023-01-17 00:00:00;3;35000.0;2;AMEN BK 1
RF00000035;1075;17;AM00000003937;2023-01-17 00:00:00;3;34924.754;2;AMEN BK 1
RF00000036;1075;0;AM00000003937;2023-01-17 00:00:00;5;1059.846;2;
RF00000037;1017;17;AM23000067;2023-01-17 00:00:00;2;42282.458;2;AMEN BK 1
RF00000038;1017;17;AM23000067;2023-01-17 00:00:00;5;427.096;2;
RF00000039;4081;17;AM23000053;2023-01-17 00:00:00;2;12540.0;2;AMEN BK 1
RF00000040;1296;17;AM23000022;2023-01-17 00:00:00;2;7350.462;2;AMEN BK 1
RF00000041;4093;0;;2023-01-17 00:00:00;2;11541.818;0;AMEN BK 1
RF00000042;4093;0;;2023-01-17 00:00:00;5;116.584;0;
RF00000043;FEX126;17;20383;2023-01-17 00:00:00;2;4151.453;2;AMEN BK 1
RF00000044;FEX126;17;20383;2023-01-17 00:00:00;5;41.934;2;
RF00000045;5099;0;1/2023;2023-01-18 00:00:00;4;669.375;2;AMEN BK 1
RF00000046;5099;0;1/2023;2023-01-18 00:00:00;5;74.375;2;
RF00000049;4082;17;AM23000083;2023-01-19 00:00:00;2;121958.722;2;AMEN BK 1
RF00000050;4082;17;AM23000083;2023-01-19 00:00:00;5;1231.906;2;
RF00000051;1017;17;AM23000086;2023-01-19 00:00:00;2;77103.852;2;AMEN BK 1
RF00000052;1017;17;AM23000086;2023-01-19 00:00:00;5;778.827;2;
RF00000053;1013;17;AM23000084;2023-01-19 00:00:00;2;10883.278;2;AMEN BK 1
RF00000054;1013;17;AM23000084;2023-01-19 00:00:00;5;109.932;2;
RF00000055;3022;17;AM23000085;2023-01-19 00:00:00;2;4720.68;2;AMEN BK 1
RF00000056;1032;17;AM23000056;2023-01-20 00:00:00;2;58152.963;2;AMEN BK 1
RF00000057;1032;17;AM23000056;2023-01-20 00:00:00;5;587.404;2;
RF00000058;1319;0;AM23000092;2023-01-23 00:00:00;2;49000.0;2;AMEN BK 1
RF00000060;1080;17;AM23000040;2023-01-24 00:00:00;3;36668.7;2;AMEN BK 1
RF00000061;1080;17;AM23000040;2023-01-24 00:00:00;5;370.391;2;
RF00000062;FEX856;17;fv22121121;2023-01-24 00:00:00;2;98.414;2;AMEN BK 1
RF00000063;1298;17;AM23000099;2023-01-24 00:00:00;2;21235.5;2;AMEN BK 1
RF00000064;1298;17;AM23000099;2023-01-24 00:00:00;5;214.5;2;
RF00000065;4082;17;AM23000098;2023-01-24 00:00:00;2;192311.224;2;AMEN BK 1
RF00000066;4082;17;AM23000098;2023-01-24 00:00:00;5;1942.538;2;
RF00000067;4082;17;AM23000091;2023-01-24 00:00:00;2;74430.29;2;AMEN BK 1
RF00000068;4082;17;AM23000091;2023-01-24 00:00:00;5;751.821;2;
RF00000069;AMEN BANK 1;0;;2023-01-25 00:00:00;2;5000.0;0;AMEN BK 1
RF00000070;5097;0;2023-002.981;2023-01-25 00:00:00;2;9980.2;2;AMEN BK 1
RF00000073;FL1128;17;RELIQ 12/22+01+02;2023-01-28 00:00:00;2;567.0;2;AMEN BK 1
RF00000074;FL1128;17;RELIQ 12/22+01+02;2023-01-28 00:00:00;5;63.0;2;
RF00000075;4082;17;AM23000112;2023-01-28 00:00:00;2;51019.935;2;AMEN BK 1
RF00000076;4082;17;AM23000112;2023-01-28 00:00:00;5;515.353;2;
RF00000077;1017;17;AM23000111;2023-01-28 00:00:00;2;16007.458;2;AMEN BK 1
RF00000078;1017;17;AM23000111;2023-01-28 00:00:00;5;161.692;2;
RF00000079;1032;16;AM23000134;2023-01-30 00:00:00;2;8028.79;2;AMEN BK 1
RF00000080;1032;16;AM23000134;2023-01-30 00:00:00;5;81.099;2;
RF00000081;1319;0;AM23000116;2023-01-30 00:00:00;2;37354.899;2;AMEN BK 1
RF00000082;1032;16;MAV23000012;2023-01-31 00:00:00;2;49311.884;2;AMEN BK 1
RF00000083;1032;0;AM23000101;2023-01-31 00:00:00;5;498.1;2;
RF00000084;1321;17;AM23000103;2023-02-01 00:00:00;3;82829.344;2;AMEN BK 1
RF00000085;AMEN BANK 1;0;;2023-02-02 00:00:00;2;5000.0;0;AMEN BK 1
RF00000086;5097;0;2023-003.877;2023-02-02 00:00:00;2;9980.2;2;AMEN BK 1
RF00000087;1298;17;AM23000144;2023-02-02 00:00:00;2;21235.5;2;AMEN BK 1
RF00000088;1298;17;AM23000144;2023-02-02 00:00:00;5;214.5;2;
RF00000089;4082;17;AM23000136;2023-02-02 00:00:00;2;252822.26;2;AMEN BK 1
RF00000090;4082;17;AM23000136;2023-02-02 16:10:00;5;2553.76;2;
RF00000091;1032;0;AM23000148;2023-02-02 00:00:00;2;16057.58;2;AMEN BK 1
RF00000092;1032;0;AM23000151;2023-02-02 00:00:00;5;162.198;2;
RF00000093;1032;17;AM23000153;2023-02-02 00:00:00;2;57356.535;2;AMEN BK 1
RF00000094;1032;17;AM23000153;2023-02-02 16:26:00;5;579.359;2;
RF00000096;1049;0;AM23000069;2023-02-04 00:00:00;3;150000.0;2;AMEN BK 1
RF00000097;1049;0;AM23000118;2023-02-04 00:00:00;3;152628.214;2;AMEN BK 1
RF00000098;1049;17;MAV23000011;2023-02-04 00:00:00;3;150000.0;2;AMEN BK 1
RF00000099;1049;0;AM23000169;2023-02-04 00:00:00;5;4572.002;2;
RF00000100;1319;0;AM23000141;2023-02-07 00:00:00;2;14468.232;2;AMEN BK 1
RF00000101;1300;16;4631;2023-02-09 00:00:00;5;0.0;2;
RF00000102;1300;16;4624;2023-02-09 00:00:00;3;101139.29;2;AMEN BK 1
RF00000103;1300;0;AM00000003959;2023-02-09 00:00:00;5;1021.609;1;
RF00000104;1032;17;AM23000156;2023-02-09 00:00:00;2;48392.913;2;AMEN BK 1
RF00000105;1032;17;AM23000156;2023-02-09 00:00:00;5;488.817;2;
RF00000106;FEX027;0;FCN00595;2023-02-09 00:00:00;2;1460.975;2;AMEN BK 1
RF00000107;FEX027;0;FCN00596;2023-02-09 00:00:00;5;45.185;2;
RF00000108;FEX588;17;F2300308;2023-02-09 00:00:00;2;430.889;2;AMEN BK 1
RF00000109;FEX5632;17;2200771;2023-02-09 00:00:00;2;821.276;2;AMEN BK 1
RF00000110;1032;0;AM23000166;2023-02-10 00:00:00;2;148073.903;2;AMEN BK 1
RF00000111;1032;0;AM23000170;2023-02-10 00:00:00;5;1495.696;2;
RF00000112;1032;0;AM23000185;2023-02-10 00:00:00;2;16057.58;2;AMEN BK 1
RF00000113;1032;0;AM23000186;2023-02-10 10:29:00;5;162.198;2;
RF00000114;1319;17;AM23000162;2023-02-10 00:00:00;4;41865.25;2;AMEN BK 1
RF00000115;1032;17;AM23000190;2023-02-14 00:00:00;2;89121.899;2;AMEN BK 1
RF00000116;1032;17;AM23000190;2023-02-14 00:00:00;5;900.221;2;
RF00000117;1321;17;AM23000184;2023-02-14 00:00:00;3;5499.0;2;AMEN BK 1
RF00000118;1319;16;AM23000165;2023-02-14 00:00:00;2;42008.135;2;AMEN BK 1
RF00000119;1309;17;AM23000175;2023-02-14 00:00:00;2;122000.6;2;AMEN BK 1
RF00000120;1298;17;AM23000198;2023-02-14 00:00:00;2;21235.5;2;AMEN BK 1
RF00000121;1298;17;AM23000198;2023-02-14 00:00:00;5;214.5;2;
RF00000122;4082;17;AM23000177;2023-02-14 00:00:00;2;163474.227;2;AMEN BK 1
RF00000123;4082;17;AM23000177;2023-02-14 15:39:00;5;1651.255;2;
RF00000124;4082;17;AM23000183;2023-02-14 00:00:00;2;17223.266;2;AMEN BK 1
RF00000125;4082;17;AM23000183;2023-02-14 15:41:00;5;173.972;2;
RF00000126;4082;17;AM23000200;2023-02-14 00:00:00;2;22144.199;2;AMEN BK 1
RF00000127;4082;17;AM23000200;2023-02-14 15:43:00;5;223.679;2;
RF00000128;FEX7893;0;1;2023-02-14 00:00:00;2;1172.15;2;AMEN BK 1
RF00000129;FEX7893;0;34;2023-02-14 00:00:00;5;17.85;2;
RF00000130;AMEN BANK 1;0;;2023-02-14 00:00:00;2;5000.0;0;AMEN BK 1
RF00000131;5097;0;23-004.385;2023-02-14 00:00:00;2;9980.2;2;AMEN BK 1
RF00000132;1032;17;AM23000196;2023-02-15 00:00:00;2;51624.895;2;AMEN BK 1
RF00000133;1032;17;AM23000196;2023-02-15 00:00:00;5;521.464;2;
RF00000134;FEX126;17;20417;2023-02-16 00:00:00;2;851.617;2;AMEN BK 1
RF00000135;4008;0;AM23000160;2023-02-16 00:00:00;2;23800.32;1;AMEN BK 1
RF00000136;1032;17;AM23000208;2023-02-16 00:00:00;2;68725.055;2;AMEN BK 1
RF00000137;1032;17;AM23000208;2023-02-16 15:59:00;5;694.192;2;
RF00000138;1080;0;AM23000142;2023-02-17 00:00:00;3;5572.668;2;AMEN BK 1
RF00000139;1080;0;AM23000210;2023-02-17 00:00:00;5;15159.34;2;
RF00000140;1080;0;AM23000210;2023-02-17 00:00:00;3;774.728;2;AMEN BK 1
RF00000141;1037;0;AM23000078;2023-02-17 00:00:00;3;774288.432;2;AMEN BK 1
RF00000142;1037;0;AM23000640;2023-02-17 13:01:00;5;3890.897;2;
RF00000145;1319;0;AM23000206;2023-02-17 00:00:00;2;49312.098;2;AMEN BK 1
RF00000146;1013;17;AM23000212;2023-02-18 00:00:00;2;8789.396;2;AMEN BK 1
RF00000147;1013;17;AM23000212;2023-02-18 00:00:00;5;88.782;2;
RF00000148;1032;17;AM23000214;2023-02-18 00:00:00;2;89121.899;2;AMEN BK 1
RF00000149;1032;17;AM23000214;2023-02-18 09:41:00;5;900.221;2;
RF00000150;3022;17;AM23000207;2023-02-18 00:00:00;2;2347.0;2;AMEN BK 1
RF00000151;FLE0016;17;66013256;2023-02-18 00:00:00;2;2726.96;2;AMEN BK 1
RF00000152;5163;17;2022003574;2023-02-20 00:00:00;2;2219.653;2;AMEN BK 1
RF00000153;5163;17;2022003574;2023-02-20 00:00:00;5;22.421;2;
RF00000154;FLE0016;17;66013692;2023-02-20 00:00:00;2;557.866;2;AMEN BK 1
RF00000155;1329;0;AM23000484;2023-02-20 00:00:00;3;250000.0;2;AMEN BK 1
RF00000156;1032;17;AM23000219;2023-02-21 00:00:00;2;89121.899;2;AMEN BK 1
RF00000157;1032;17;AM23000219;2023-02-21 00:00:00;5;900.221;2;
RF00000158;1329;0;AM23000238;2023-02-21 00:00:00;2;60273.885;1;AMEN BK 1
RF00000159;1329;0;AM23000726;2023-02-22 00:00:00;3;250000.0;2;AMEN BK 1
RF00000160;1032;0;AM23000245;2023-02-22 00:00:00;2;147976.631;2;AMEN BK 1
RF00000161;1032;0;AM23000246;2023-02-22 00:00:00;5;1494.713;2;
RF00000162;1321;0;AM23000182;2023-02-22 00:00:00;3;560000.0;2;AMEN BK 1
RF00000163;1319;16;AM23000236;2023-02-22 00:00:00;2;40939.048;2;AMEN BK 1
RF00000164;1080;0;AMR23000001;2023-02-22 00:00:00;3;500000.0;2;AMEN BK 1
RF00000165;5097;0;23-005.266;2023-02-22 00:00:00;2;9980.2;2;AMEN BK 1
RF00000166;AMEN BANK 1;0;;2023-02-22 00:00:00;2;5000.0;0;AMEN BK 1
RF00000167;1329;0;AM23000255;2023-02-23 00:00:00;2;68101.753;2;AMEN BK 1
RF00000168;5101;0;F2023008;2023-02-23 00:00:00;4;4294.61;2;AMEN BK 1
RF00000169;5101;17;F2023008;2023-02-23 00:00:00;5;43.38;2;
RF00000170;4082;17;AM23000263;2023-02-24 00:00:00;2;201248.412;2;AMEN BK 1
RF00000171;4082;17;AM23000263;2023-02-24 12:02:00;5;2032.812;2;
RF00000172;1032;17;AM23000251;2023-02-27 00:00:00;2;89121.899;2;AMEN BK 1
RF00000173;1032;17;AM23000251;2023-02-27 00:00:00;5;900.221;2;
RF00000175;5097;0;2023-005.908;2023-02-28 00:00:00;2;9980.2;2;AMEN BK 1
RF00000176;AMEN BANK 1;0;;2023-02-28 00:00:00;2;5000.0;0;AMEN BK 1
RF00000177;5151;17;AUGM LOYER 3 MOIS;2023-02-28 00:00:00;2;960.498;2;AMEN BK 1
RF00000178;5151;17;AUGM LOYER 3 MOIS;2023-02-28 00:00:00;5;106.722;2;
RF00000179;1032;17;AM23000279;2023-02-28 00:00:00;2;38133.171;2;AMEN BK 1
RF00000180;1032;17;AM23000279;2023-02-28 15:13:00;5;385.184;2;
RF00000181;1321;0;AM23000181;2023-03-02 00:00:00;3;71189.029;2;AMEN BK 1
RF00000182;1321;0;;2023-03-02 00:00:00;3;6448.0;0;AMEN BK 1
RF00000184;1329;17;AM23000272;2023-03-02 00:00:00;2;101688.134;2;AMEN BK 1
RF00000185;1049;17;AMR23000008;2023-03-02 00:00:00;3;161876.617;2;AMEN BK 1
RF00000186;1049;0;AM23000298;2023-03-02 00:00:00;5;1635.117;2;
RF00000188;1080;0;AM23000227;2023-03-02 00:00:00;3;1000000.0;2;AMEN BK 1
RF00000189;4082;17;AM23000292;2023-03-02 00:00:00;2;202695.242;2;AMEN BK 1
RF00000190;4082;17;AM23000292;2023-03-02 00:00:00;5;2047.427;2;
RF00000191;1032;17;AM23000285;2023-03-03 00:00:00;2;71318.339;2;AMEN BK 1
RF00000192;1032;17;AM23000285;2023-03-03 09:17:00;5;720.387;2;
RF00000193;1032;17;AM23000299;2023-03-03 00:00:00;2;39565.814;2;AMEN BK 1
RF00000194;1032;17;AM23000299;2023-03-03 10:28:00;5;399.655;2;
RF00000199;FL1128;0;L 3/2023 MICHEAL;2023-03-04 00:00:00;2;8667.0;2;AMEN BK 1
RF00000201;FL1128;0;L 5/2023 MICHEAL;2023-03-04 00:00:00;5;963.0;2;
RF00000202;AMEN BANK 1;0;;2023-03-06 00:00:00;2;5000.0;0;AMEN BK 1
RF00000203;FEX8560;17;12/2023;2023-03-06 00:00:00;2;512.7;2;AMEN BK 1
RF00000204;1032;17;AM23000314;2023-03-07 00:00:00;2;56769.092;2;AMEN BK 1
RF00000205;1032;17;AM23000314;2023-03-07 00:00:00;5;573.425;2;
RF00000206;1032;17;AM23000319;2023-03-07 00:00:00;2;40594.517;2;AMEN BK 1
RF00000207;1032;17;AM23000319;2023-03-07 10:38:00;5;410.046;2;
RF00000208;1032;17;AM23000324;2023-03-07 00:00:00;2;62583.174;2;AMEN BK 1
RF00000209;1032;17;AM23000324;2023-03-07 10:42:00;5;632.153;2;
RF00000215;1032;17;AM23000332;2023-03-08 00:00:00;2;36262.075;2;AMEN BK 1
RF00000216;1032;17;AM23000332;2023-03-08 00:00:00;5;366.284;2;
RF00000217;1032;0;MAV23000022;2023-03-08 00:00:00;2;59568.921;2;AMEN BK 1
RF00000218;1032;0;AM23000328;2023-03-08 10:46:00;5;601.706;2;
RF00000219;1032;16;AM23000333;2023-03-08 00:00:00;2;38205.863;2;AMEN BK 1
RF00000220;1032;16;AM23000333;2023-03-08 10:56:00;5;385.918;2;
RF00000221;1319;0;MAV23000023;2023-03-08 00:00:00;2;6863.725;2;AMEN BK 1
RF00000222;5097;0;2023-007.201;2023-03-09 00:00:00;2;9980.2;2;AMEN BK 1
RF00000223;1032;0;AM23000338;2023-03-09 00:00:00;2;149540.605;2;AMEN BK 1
RF00000224;1032;0;AM23000341;2023-03-09 11:53:00;5;1510.511;2;
RF00000225;1155;17;AM23000329;2023-03-10 00:00:00;2;118206.995;2;AMEN BK 1
RF00000226;1155;17;AM23000329;2023-03-10 10:13:00;5;594.005;2;
RF00000227;1155;17;AM23000330;2023-03-10 00:00:00;2;85292.395;2;AMEN BK 1
RF00000228;1155;17;AM23000330;2023-03-10 10:30:00;5;428.605;2;
RF00000229;AMEN BANK 1;0;;2023-03-10 00:00:00;2;5000.0;0;AMEN BK 1
RF00000230;1032;0;AM23000342;2023-03-10 00:00:00;2;115007.723;2;AMEN BK 1
RF00000231;1032;0;AM23000344;2023-03-10 17:12:00;5;1161.694;2;
RF00000232;FLE0016;17;66023257;2023-03-13 00:00:00;2;2709.235;2;AMEN BK 1
RF00000233;FLE0016;17;66023693;2023-03-13 00:00:00;2;761.452;2;AMEN BK 1
RF00000236;1032;0;AM23000353;2023-03-14 00:00:00;2;73666.877;2;AMEN BK 1
RF00000237;1032;0;AM23000354;2023-03-14 10:00:00;5;744.11;2;
RF00000238;1032;17;AM23000369;2023-03-14 00:00:00;2;7948.43;2;AMEN BK 1
RF00000239;1032;17;AM23000369;2023-03-14 00:00:00;5;80.287;2;
RF00000240;FEX856;17;FV23011102;2023-03-14 00:00:00;2;429.427;2;AMEN BK 1
RF00000241;FEX126;17;20462;2023-03-14 00:00:00;2;6717.534;2;AMEN BK 1
RF00000242;FEX126;17;20462;2023-03-14 15:01:00;5;67.854;2;
RF00000243;1298;0;AM23000306;2023-03-15 00:00:00;2;42035.4;2;AMEN BK 1
RF00000244;1298;0;AM23000325;2023-03-15 16:04:00;5;424.6;2;
RF00000245;1319;0;AM23000350;2023-03-16 00:00:00;2;14674.528;2;AMEN BK 1
RF00000249;1032;17;AM23000368;2023-03-16 00:00:00;2;80488.312;2;AMEN BK 1
RF00000250;1032;17;AM23000368;2023-03-16 13:33:00;5;813.013;2;
RF00000251;1032;17;AM23000378;2023-03-16 00:00:00;2;89121.899;2;AMEN BK 1
RF00000252;1032;17;AM23000378;2023-03-16 13:34:00;5;900.221;2;
RF00000253;1032;0;AM23000358;2023-03-17 00:00:00;2;102478.535;2;AMEN BK 1
RF00000254;1032;0;AM23000388;2023-03-17 14:09:00;5;1035.137;2;
RF00000256;4082;17;AM23000385;2023-03-17 00:00:00;2;286640.293;2;AMEN BK 1
RF00000257;4082;17;AM23000385;2023-03-17 16:27:00;5;2895.356;2;
RF00000258;5200;0;AM00000003836;2023-03-20 00:00:00;3;500000.0;2;AMEN BK 1
RF00000259;1298;17;AM23000399;2023-03-20 00:00:00;2;21017.7;2;AMEN BK 1
RF00000260;1298;17;AM23000399;2023-03-20 14:41:00;5;212.3;2;
RF00000261;1032;17;AM23000400;2023-03-20 00:00:00;2;84770.292;2;AMEN BK 1
RF00000262;1032;17;AM23000400;2023-03-20 14:51:00;5;856.266;2;
RF00000263;1032;17;AM23000393;2023-03-20 00:00:00;2;78177.662;2;AMEN BK 1
RF00000264;1032;0;AM23000403;2023-03-20 00:00:00;5;789.673;2;
RF00000265;1329;0;AM23000302;2023-03-22 00:00:00;2;94300.646;2;AMEN BK 2
RF00000266;1329;16;AM23000323;2023-03-22 00:00:00;4;55677.206;2;AMEN BK 1
RF00000267;1329;0;AM23000383;2023-09-19 00:00:00;3;55677.206;2;AMEN BK 2
RF00000268;1032;17;AM23000409;2023-03-23 00:00:00;2;64754.724;2;AMEN BK 1
RF00000269;1032;17;AM23000409;2023-03-23 00:00:00;5;654.088;2;
RF00000270;AMEN BANK 1;0;;2023-03-23 00:00:00;2;5000.0;0;AMEN BK 1
RF00000271;5097;0;2023-007.858;2023-03-23 00:00:00;2;9980.2;2;AMEN BK 1
RF00000272;1032;0;AM23000432;2023-03-24 00:00:00;2;118526.287;2;AMEN BK 1
RF00000273;1032;0;AM23000437;2023-03-24 00:00:00;5;1197.235;2;
RF00000274;FEX7893;0;35;2023-03-24 00:00:00;1;710.0;2;
RF00000275;FEX588;17;FF2300540;2023-03-24 00:00:00;2;1187.632;2;AMEN BK 2
RF00000276;FEX588;17;FF2300540;2023-03-24 00:00:00;5;11.996;2;
RF00000277;1032;0;AM23000453;2023-03-28 00:00:00;2;125919.74;2;AMEN BK 1
RF00000278;1032;0;AM23000454;2023-03-28 00:00:00;5;1271.917;2;
RF00000279;1032;17;AM23000449;2023-03-28 00:00:00;2;62052.997;2;AMEN BK 1
RF00000280;1032;17;AM23000449;2023-03-28 09:04:00;5;626.798;2;
RF00000281;1032;0;AM23000387;2023-03-28 00:00:00;2;119226.447;2;AMEN BK 1
RF00000282;1032;0;AM23000452;2023-03-28 09:51:00;5;1204.308;2;
RF00000283;1319;0;AM23000375;2023-03-28 00:00:00;2;26331.122;2;AMEN BK 1
RF00000284;5097;0;2023-008.355;2023-03-28 00:00:00;2;9980.2;2;AMEN BK 1
RF00000285;5097;0;2023-008.930;2023-03-28 00:00:00;2;9505.0;2;AMEN BK 1
RF00000286;1080;0;AM23000384;2023-03-29 00:00:00;5;15151.515;2;
RF00000287;1080;0;AM23000384;2023-03-29 00:00:00;3;9171.338;2;AMEN BK 1
RF00000288;1080;0;AM23000384;2023-03-29 13:23:00;5;92.64;2;
RF00000289;AMEN BANK 1;0;;2023-03-30 00:00:00;2;5000.0;0;AMEN BK 1
RF00000290;1032;17;AM23000465;2023-03-30 00:00:00;2;69909.102;2;AMEN BK 1
RF00000291;1032;17;AM23000465;2023-03-30 00:00:00;5;706.153;2;
RF00000292;1300;0;AM23000062;2023-03-30 00:00:00;3;265173.334;2;AMEN BK 1
RF00000293;1300;0;AM23000305;2023-03-30 13:56:00;5;2678.519;2;
RF00000294;1321;17;AM23000316;2023-03-31 00:00:00;3;28715.796;2;AMEN BK 1
RF00000295;1321;0;;2023-03-31 00:00:00;3;6254.0;0;AMEN BK 1
RF00000296;AMEN BANK 1;0;;2023-04-01 00:00:00;2;5000.0;0;AMEN BK 1
RF00000297;1032;0;AM23000481;2023-04-04 00:00:00;2;110112.727;2;AMEN BK 1
RF00000298;1032;0;AM23000482;2023-04-04 00:00:00;5;1112.25;2;
RF00000299;1309;17;AM23000379;2023-04-05 00:00:00;2;61001.0;2;AMEN BK 1
RF00000300;1032;17;AM23000497;2023-04-05 00:00:00;2;42644.928;2;AMEN BK 1
RF00000301;1032;17;AM23000497;2023-04-05 13:22:00;5;430.757;2;
RF00000302;1321;0;AM23000501;2023-04-05 00:00:00;3;15534.07;2;AMEN BK 1
RF00000303;1032;17;AM23000425;2023-04-05 00:00:00;2;118442.277;2;AMEN BK 1
RF00000304;1032;0;AM23000485;2023-04-05 00:00:00;5;1196.387;2;
RF00000305;4082;0;AM23000489;2023-04-05 00:00:00;2;271113.547;2;AMEN BK 1
RF00000306;4082;0;AM23000490;2023-04-05 00:00:00;5;2738.521;2;
RF00000307;1032;17;AM23000508;2023-04-06 00:00:00;2;82288.789;2;AMEN BK 1
RF00000308;1032;17;AM23000508;2023-04-06 00:00:00;5;831.2;2;
RF00000309;1155;17;AM23000348;2023-04-06 00:00:00;2;98187.595;2;AMEN BK 1
RF00000310;1155;17;AM23000348;2023-04-06 12:26:00;5;493.405;2;
RF00000311;1049;0;AM23000386;2023-04-07 00:00:00;3;224475.798;2;AMEN BK 2
RF00000312;1049;0;AM23000602;2023-04-07 00:00:00;5;2267.432;2;
RF00000313;4082;17;AM23000491;2023-04-07 00:00:00;2;219738.018;2;AMEN BK 2
RF00000314;4082;17;AM23000491;2023-04-07 16:22:00;5;2219.576;2;
RF00000315;1032;17;AM23000522;2023-04-08 00:00:00;2;34118.287;2;AMEN BK 2
RF00000316;1032;17;AM23000522;2023-04-08 00:00:00;5;344.629;2;
RF00000317;FEX7893;17;36;2023-04-08 00:00:00;2;120.0;2;AMEN BK 2
RF00000318;1032;0;AM23000527;2023-04-10 00:00:00;2;88409.949;2;AMEN BK 2
RF00000319;1032;0;AM23000529;2023-04-10 13:04:00;5;893.03;2;
RF00000320;1032;17;AM23000531;2023-04-11 00:00:00;2;63461.206;2;AMEN BK 2
RF00000321;1032;17;AM23000531;2023-04-11 11:30:00;5;641.022;2;
RF00000322;1032;17;AM23000540;2023-04-12 00:00:00;2;39341.926;2;AMEN BK 2
RF00000323;1032;17;AM23000540;2023-04-12 10:36:00;5;397.393;2;
RF00000324;1032;0;AM23000493;2023-04-12 00:00:00;2;126652.223;2;AMEN BK 2
RF00000325;1032;0;AM23000539;2023-04-12 00:00:00;5;1279.315;2;
RF00000326;0823;0;FAC2023/00471;2023-04-13 00:00:00;2;600.0;2;AMEN BK 2
RF00000327;1032;0;MAV23000031;2023-04-14 00:00:00;2;49363.753;2;AMEN BK 2
RF00000328;1032;0;AM23000548;2023-04-14 00:00:00;5;498.624;2;
RF00000329;1032;17;AM23000551;2023-04-15 00:00:00;2;74346.239;2;AMEN BK 2
RF00000330;1032;17;AM23000551;2023-04-15 00:00:00;5;750.972;2;
