RT_Num;CT_Num;DO_Type;DO_Piece;RT_Date;RT_Mode;RT_Montant;RT_Etat;BQ_Num
RF00000734;1032;17;AM00000004413;2023-07-20 00:00:00;2;50131.501;2;AMEN BK 2
RF00000735;1032;17;AM00000004413;2023-07-20 00:00:00;5;506.379;2;
RF00000736;1298;17;AM00000004401;2023-07-20 00:00:00;2;21017.7;2;AMEN BK 2
RF00000737;1298;17;AM00000004401;2023-07-20 00:00:00;5;212.3;2;
RF00000738;1321;0;AM00000004116;2023-07-20 00:00:00;2;22656.939;2;AMEN BK 2
RF00000739;3005;17;AM00000003920;2023-07-21 00:00:00;2;16830.592;2;AMEN BK 2
RF00000740;3005;17;AM00000003920;2023-07-21 00:00:00;5;170.006;2;
RF00000741;1032;0;AM00000004426;2023-07-24 00:00:00;2;89122.89;2;AMEN BK 2
RF00000742;1032;0;AM00000004429;2023-07-24 00:00:00;5;900.231;2;
RF00000743;1032;0;AM00000004435;2023-07-24 00:00:00;2;62573.039;2;AMEN BK 2
RF00000744;1032;0;AM00000004443;2023-07-24 10:47:00;5;632.051;2;
RF00000745;1178;0;AM00000004411;2023-07-24 00:00:00;2;29621.899;2;AMEN BK 2
RF00000746;1178;0;AM00000004423;2023-07-24 00:00:00;5;148.854;2;
RF00000747;1032;0;AM00000004444;2023-07-24 00:00:00;2;148118.18;2;AMEN BK 2
RF00000748;1032;0;AM00000004445;2023-07-24 00:00:00;5;1496.143;2;
RF00000749;TR009;17;20/2023;2023-07-25 00:00:00;2;555.899;2;AMEN BK 2
RF00000750;1032;17;AM00000004458;2023-07-26 00:00:00;2;50131.501;2;AMEN BK 2
RF00000751;1032;17;AM00000004458;2023-07-26 00:00:00;5;506.379;2;
RF00000752;1178;0;AM00000004460;2023-07-26 00:00:00;2;38504.669;2;AMEN BK 2
RF00000753;1178;0;AM00000004456;2023-07-26 11:16:00;5;193.491;2;
RF00000754;1032;0;AM00000004461;2023-07-26 00:00:00;2;113623.653;2;AMEN BK 2
RF00000755;1032;0;AM00000004462;2023-07-26 00:00:00;5;1147.714;2;
RF00000756;5097;0;2023-018.872;2023-07-26 00:00:00;2;9980.2;2;AMEN BK 2
RF00000757;TR009;0;22/2023;2023-07-27 00:00:00;2;2901.589;2;AMEN BK 2
RF00000758;TR009;0;22/2023;2023-07-27 00:00:00;5;39.41;2;
RF00000759;1298;17;AM00000004466;2023-07-27 00:00:00;2;21017.7;2;AMEN BK 2
RF00000760;1298;17;AM00000004466;2023-07-27 10:07:00;5;212.3;2;
RF00000761;4082;0;AM00000004324;2023-07-27 00:00:00;2;24376.845;2;AMEN BK 2
RF00000762;4082;0;AM00000004325;2023-07-27 00:00:00;5;246.231;2;
RF00000763;1032;0;AM00000004346;2023-07-27 00:00:00;2;68387.347;2;AMEN BK 2
RF00000764;1032;0;AM00000004473;2023-07-27 00:00:00;5;690.781;2;
RF00000765;1032;16;AM00000004476;2023-07-28 00:00:00;2;83551.842;2;AMEN BK 2
RF00000766;1032;16;AM00000004476;2023-07-28 00:00:00;5;843.958;2;
RF00000767;TR0100;17;2023013843;2023-07-28 00:00:00;2;6831.994;2;AMEN BK 2
RF00000768;TR0100;17;2023013843;2023-07-28 00:00:00;5;69.01;2;
RF00000769;1178;0;AM00000004459;2023-07-28 00:00:00;2;24313.246;2;AMEN BK 2
RF00000770;1178;0;AM00000004471;2023-07-28 00:00:00;5;122.177;2;
RF00000771;1321;0;AM00000004409;2023-07-29 00:00:00;2;119861.651;2;AMEN BK 2
RF00000772;1032;0;MAV23000093;2023-07-31 00:00:00;2;67199.135;2;AMEN BK 2
RF00000773;1032;0;AM00000004504;2023-07-31 00:00:00;5;678.779;2;
RF00000774;LM01;0;LOYER MOR 08/23;2023-08-01 00:00:00;2;30000.0;2;AMEN BK 2
RF00000775;LM01;0;LM 012024;2023-08-01 00:00:00;5;3333.333;2;
RF00000776;1178;0;AM00000004490;2023-08-02 00:00:00;2;38572.856;2;AMEN BK 2
RF00000777;1178;0;AM00000004523;2023-08-02 00:00:00;5;193.833;2;
RF00000778;1032;0;AM00000004516;2023-08-02 00:00:00;2;114188.144;2;AMEN BK 2
RF00000779;1032;0;AM00000004525;2023-08-02 17:36:00;5;1153.416;2;
RF00000782;5097;0;2023-020.017.;2023-08-03 00:00:00;2;9980.2;2;AMEN BK 2
RF00000783;1032;0;AM00000004527;2023-08-04 00:00:00;2;78391.646;2;AMEN BK 2
RF00000784;1032;0;AM00000004530;2023-08-04 11:50:00;5;791.835;2;
RF00000785;1032;17;AM00000004536;2023-08-04 00:00:00;2;50131.501;2;AMEN BK 2
RF00000786;1032;17;AM00000004536;2023-08-04 00:00:00;5;506.379;2;
RF00000787;1155;0;AM00000004240;2023-08-04 00:00:00;2;131341.99;2;AMEN BK 2
RF00000788;1155;0;AM00000004252;2023-08-04 00:00:00;5;660.01;2;
RF00000789;HONO3;0;FD0003/2023.;2023-08-04 00:00:00;4;5772.5;2;AMEN BK 2
RF00000790;HONO3;0;FD0003/2023.;2023-08-04 00:00:00;5;178.5;1;
RF00000791;1032;0;AM00000004537;2023-08-05 00:00:00;2;67211.641;2;AMEN BK 2
RF00000792;1032;0;AM00000004543;2023-08-05 00:00:00;5;678.905;2;
RF00000793;1178;0;AM00000004524;2023-08-05 00:00:00;2;27338.612;2;AMEN BK 2
RF00000794;1178;0;AM00000004534;2023-08-05 00:00:00;5;137.38;2;
RF00000795;1032;17;AM00000004545;2023-08-05 00:00:00;2;87877.755;2;AMEN BK 2
RF00000796;1032;17;AM00000004545;2023-08-05 00:00:00;5;887.654;2;
RF00000797;TR010;0;01/07/2023;2023-08-07 00:00:00;2;7752.569;2;AMEN BK 2
RF00000798;TR010;0;01/07/2023;2023-08-07 00:00:00;5;128.814;2;
RF00000799;1032;0;AM00000004548;2023-08-07 00:00:00;2;120125.693;2;AMEN BK 2
RF00000800;1032;0;AM00000004554;2023-08-07 00:00:00;5;1213.391;2;
RF00000801;1032;0;AM00000004478;2023-08-07 00:00:00;2;52605.727;2;AMEN BK 2
RF00000802;1032;0;AM00000004550;2023-08-07 00:00:00;5;531.371;2;
RF00000803;1321;0;AM00000004439;2023-08-07 00:00:00;2;81857.488;2;AMEN BK 2
RF00000804;4082;0;MAV23000096;2023-08-07 00:00:00;2;81163.449;2;AMEN BK 2
RF00000805;4082;0;AM00000004383;2023-08-07 00:00:00;5;819.833;2;
RF00000806;5200;0;AM23000475;2023-08-07 00:00:00;4;250000.0;2;AMEN BK 2
RF00000807;1319;0;MAV23000100;2023-08-08 00:00:00;2;26114.513;2;AMEN BK 2
RF00000808;1032;0;AM00000004557;2023-08-08 00:00:00;2;93648.56;2;AMEN BK 2
RF00000809;1032;0;AM00000004565;2023-08-08 14:06:00;5;945.945;2;
RF00000810;1032;0;AM00000004568;2023-08-08 00:00:00;2;123848.712;2;AMEN BK 2
RF00000811;1032;0;AM00000004569;2023-08-08 14:18:00;5;1250.997;2;
RF00000812;1178;0;AM00000004555;2023-08-08 00:00:00;2;24082.569;2;AMEN BK 2
RF00000813;1178;0;AM00000004567;2023-08-08 00:00:00;5;121.018;2;
RF00000814;1298;17;AM00000004558;2023-08-08 00:00:00;2;21017.7;2;AMEN BK 2
RF00000815;1298;17;AM00000004558;2023-08-08 16:02:00;5;212.3;2;
RF00000816;FEX5632;0;3000378;2023-08-08 00:00:00;2;2641.675;2;AMEN BK 2
RF00000817;FEX5632;0;3000487;2023-08-08 17:02:00;5;26.684;2;
RF00000818;1049;0;AM00000004338;2023-08-09 00:00:00;3;654967.454;2;AMEN BK 2
RF00000819;1049;0;AM00000004588;2023-08-09 11:33:00;5;6615.833;1;
RF00000820;1080;0;AM00000004312;2023-08-09 00:00:00;3;1800000.0;2;AMEN BK 2
RF00000821;1080;0;AM00000004475;2023-08-09 00:00:00;5;18181.818;2;
RF00000822;1080;0;AM00000004475;2023-08-09 00:00:00;3;24791.443;2;AMEN BK 2
RF00000823;1080;0;AM00000004475;2023-08-09 00:00:00;5;250.419;2;
RF00000824;FEX566;0;118;2023-08-10 00:00:00;2;560.0;2;AMEN BK 2
RF00000825;1178;0;AM00000004572;2023-08-10 00:00:00;2;43339.3;2;AMEN BK 2
RF00000826;1178;0;AM00000004592;2023-08-10 11:09:00;5;217.785;2;
RF00000827;0763;0;20658;2023-08-10 00:00:00;2;1887.454;2;AMEN BK 2
RF00000828;0763;0;20677;2023-08-10 00:00:00;5;19.065;2;
RF00000829;1032;0;AM00000004577;2023-08-10 00:00:00;2;117414.842;2;AMEN BK 2
RF00000830;1032;0;AM00000004594;2023-08-10 17:11:00;5;1186.009;2;
RF00000831;1032;16;AM00000004606;2023-08-11 00:00:00;2;34286.342;2;AMEN BK 2
RF00000832;1032;16;AM00000004606;2023-08-11 00:00:00;5;346.327;2;
RF00000833;1178;0;AM00000004607;2023-08-11 00:00:00;2;15499.879;2;AMEN BK 2
RF00000834;1178;0;AM00000004616;2023-08-11 09:07:00;5;77.889;2;
RF00000835;1032;0;AM00000004589;2023-08-14 00:00:00;2;148196.955;2;AMEN BK 2
RF00000836;1032;0;AM00000004610;2023-08-14 09:10:00;5;1496.939;2;
RF00000837;1032;17;AM00000004618;2023-08-14 00:00:00;2;76968.948;2;AMEN BK 2
RF00000838;1032;17;AM00000004618;2023-08-14 09:22:00;5;777.464;2;
RF00000839;1017;17;AM00000004596;2023-08-14 00:00:00;2;14092.674;2;AMEN BK 2
RF00000840;1017;17;AM00000004596;2023-08-14 15:08:00;5;142.35;2;
RF00000841;FLE0016;0;66073261;2023-08-14 00:00:00;2;7268.456;2;AMEN BK 2
RF00000842;1321;0;AM00000004563;2023-08-15 00:00:00;3;76741.085;2;AMEN BK 2
RF00000843;1032;16;AM00000004619;2023-08-15 00:00:00;2;85212.209;2;AMEN BK 2
RF00000844;1032;16;AM00000004619;2023-08-15 10:14:00;5;860.729;1;
RF00000845;1032;0;AM00000004623;2023-08-15 00:00:00;2;167736.223;2;AMEN BK 2
RF00000846;1032;0;AM00000004629;2023-08-15 14:48:00;5;1694.305;2;
RF00000847;1178;17;AM00000004621;2023-08-15 00:00:00;2;9604.047;2;AMEN BK 2
RF00000848;1178;17;AM00000004621;2023-08-15 00:00:00;5;48.262;2;
RF00000849;1319;0;AM00000004590;2023-08-16 00:00:00;2;22011.792;2;AMEN BK 2
RF00000850;1032;0;AM00000004559;2023-08-16 00:00:00;2;67635.935;2;AMEN BK 2
RF00000851;1032;0;AM00000004638;2023-08-16 11:07:00;5;683.191;2;
RF00000852;1298;17;AM00000004636;2023-08-16 00:00:00;2;21017.7;2;AMEN BK 2
RF00000853;1298;17;AM00000004636;2023-08-16 00:00:00;5;212.3;2;
RF00000854;1178;0;AM00000004622;2023-08-17 00:00:00;2;16092.732;2;AMEN BK 2
RF00000855;1178;0;AM00000004640;2023-08-17 00:00:00;5;80.868;2;
RF00000856;1032;0;AM00000004635;2023-08-17 00:00:00;2;115176.981;2;AMEN BK 2
RF00000857;1032;0;AM00000004644;2023-08-17 00:00:00;5;1163.404;2;
RF00000858;1017;17;AM00000004653;2023-08-17 00:00:00;2;70650.588;2;AMEN BK 2
RF00000859;1017;17;AM00000004653;2023-08-17 12:05:00;5;713.642;2;
RF00000860;TR011;0;01/08/23;2023-08-17 00:00:00;2;9660.0;2;AMEN BK 2
RF00000861;1300;0;AM23000356;2023-08-17 00:00:00;3;91240.76;2;AMEN BK 2
RF00000862;1300;0;AM00000004513;2023-08-17 15:03:00;5;921.624;2;
RF00000863;1032;0;AM00000004651;2023-08-18 00:00:00;2;122533.286;2;AMEN BK 2
RF00000864;1032;0;AM00000004652;2023-08-18 00:00:00;5;1237.71;2;
RF00000865;F5098;17;30781011;2023-08-18 00:00:00;2;9951.0;2;AMEN BK 2
RF00000866;1032;0;AM00000004662;2023-08-19 00:00:00;2;101290.972;2;AMEN BK 2
RF00000867;1032;0;AM00000004672;2023-08-19 10:07:00;5;1023.141;2;
RF00000868;5097;0;2023.021.044..;2023-08-21 00:00:00;2;9980.2;2;AMEN BK 2
RF00000869;1178;0;AM00000004616;2023-08-21 00:00:00;2;9299.728;2;AMEN BK 2
RF00000870;1178;0;AM00000004649;2023-08-21 09:11:00;5;46.732;2;
RF00000871;1032;0;AM00000004675;2023-08-21 00:00:00;2;156832.499;2;AMEN BK 2
RF00000872;1032;0;AM00000004678;2023-08-21 09:53:00;5;1584.167;2;
RF00000873;1178;0;AM00000004679;2023-08-22 00:00:00;2;24313.246;2;AMEN BK 2
RF00000874;1178;0;AM00000004686;2023-08-22 00:00:00;5;122.177;2;
RF00000875;1032;16;AM00000004676;2023-08-22 00:00:00;2;50131.501;2;AMEN BK 2
RF00000876;1032;16;AM00000004676;2023-08-22 09:33:00;5;506.379;2;
RF00000877;1032;0;AM00000004683;2023-08-23 00:00:00;2;180629.359;1;AMEN BK 2
RF00000878;1032;0;AM00000004690;2023-08-23 00:00:00;5;1824.539;2;
RF00000879;TR0100;17;14479;2023-08-23 00:00:00;2;2205.686;2;AMEN BK 2
RF00000880;TR0100;0;14479;2023-08-23 00:00:00;5;25.31;2;
RF00000881;00231;0;17/08/23;2023-08-23 00:00:00;2;10350.0;2;AMEN BK 2
RF00000882;1178;0;AM00000004687;2023-08-24 00:00:00;2;15788.412;2;AMEN BK 2
RF00000883;1178;0;AM00000004688;2023-08-24 00:00:00;5;79.339;2;
RF00000884;1032;0;AM00000004693;2023-08-24 00:00:00;2;121891.011;2;AMEN BK 2
RF00000885;1032;0;AM00000004694;2023-08-24 09:40:00;5;1231.222;2;
RF00000886;1032;17;AM00000004698;2023-08-25 00:00:00;2;50131.507;2;AMEN BK 2
RF00000887;1032;17;AM00000004698;2023-08-25 10:04:00;5;506.379;2;
RF00000888;1032;0;AM00000004710;2023-08-26 00:00:00;2;147261.347;2;AMEN BK 2
RF00000889;1032;0;AM00000004723;2023-08-26 08:47:00;5;1487.488;2;
RF00000890;1178;0;AM00000004699;2023-08-28 00:00:00;2;17049.667;2;AMEN BK 2
RF00000891;1178;0;AM00000004707;2023-08-28 00:00:00;5;85.677;2;
RF00000892;1032;0;AM00000004718;2023-08-28 00:00:00;2;176660.994;2;AMEN BK 2
RF00000894;1032;0;AM00000004728;2023-08-28 00:00:00;5;1784.454;2;
RF00000895;1319;0;AM00000004648;2023-08-28 00:00:00;2;23312.015;2;AMEN BK 2
RF00000896;FEX856;0;FV23071084;2023-08-28 00:00:00;2;236.833;2;AMEN BK 2
RF00000897;TR009;0;24/2023;2023-08-29 00:00:00;2;3931.189;2;AMEN BK 2
RF00000898;TR009;0;24/2023;2023-08-29 00:00:00;5;49.81;2;
RF00000899;1155;17;AM00000004334;2023-08-29 00:00:00;2;53519.06;2;AMEN BK 2
RF00000900;1155;17;AM00000004334;2023-08-29 10:24:00;5;268.94;2;
RF00000901;1155;17;AM00000004533;2023-08-29 00:00:00;2;146096.845;2;AMEN BK 2
RF00000902;1155;17;AM00000004533;2023-08-29 10:29:00;5;734.155;2;
RF00000903;1032;0;AM00000004650;2023-08-29 00:00:00;2;97696.35;2;AMEN BK 2
RF00000905;1178;0;AM00000004716;2023-08-30 00:00:00;2;22763.458;2;AMEN BK 2
RF00000906;1178;0;AM00000004741;2023-08-30 08:51:00;5;114.389;2;
RF00000907;1298;17;AM00000004733;2023-08-30 00:00:00;2;21017.7;2;AMEN BK 2
RF00000908;1298;17;AM00000004733;2023-08-30 09:38:00;5;212.3;2;
RF00000904;1032;0;AM00000004717;2023-08-31 00:00:00;5;986.832;2;
RF00000909;1032;0;MAV23000137;2023-08-31 00:00:00;2;50472.23;2;AMEN BK 2
RF00000910;1032;0;AM00000004746;2023-08-31 08:58:00;5;509.82;2;
RF00000911;5151;0;L 08/2023;2023-08-31 00:00:00;2;9604.98;2;AMEN BK 2
RF00000912;5151;0;L07/2023;2023-08-31 00:00:00;5;1067.22;2;
RF00000913;TR009;0;25/2023;2023-08-31 00:00:00;2;7974.09;2;AMEN BK 2
RF00000914;TR009;0;25/2023;2023-08-31 00:00:00;5;136.91;2;
RF00000915;1032;0;AM00000004755;2023-09-01 00:00:00;2;90059.921;2;AMEN BK 2
RF00000916;1032;0;AM00000004760;2023-09-01 00:00:00;5;909.696;2;
RF00000917;1300;0;MAV23000126;2023-09-01 00:00:00;3;5612.988;2;AMEN BK 2
RF00000918;1300;0;AM00000004645;2023-09-01 14:55:00;5;56.697;2;
RF00000919;1026;17;AM00000004614;2023-09-01 00:00:00;3;25559.575;2;AMEN BK 2
RF00000920;1026;0;AM00000004614;2023-09-01 00:00:00;5;258.178;2;
RF00000921;1032;0;AM00000004769;2023-09-04 00:00:00;2;140004.168;2;AMEN BK 2
RF00000923;1178;0;AM00000004742;2023-09-04 00:00:00;2;16274.773;2;AMEN BK 2
RF00000924;1178;0;AM00000004768;2023-09-04 09:18:00;5;81.783;2;
RF00000925;1049;0;MAV23000121;2023-09-04 00:00:00;3;201158.623;2;AMEN BK 2
RF00000926;1049;0;AM00000004987;2023-09-04 00:00:00;5;2031.905;2;
RF00000927;1178;0;AM00000004777;2023-09-05 00:00:00;2;25574.501;2;AMEN BK 2
RF00000922;1032;0;AM00000004775;2023-09-04 00:00:00;5;1414.184;2;
RF00000931;1178;0;AM00000004795;2023-09-05 00:00:00;5;128.515;2;
RF00000934;4082;0;AM00000004673;2023-09-05 00:00:00;2;42901.519;2;AMEN BK 2
RF00000935;4082;0;AM00000004736;2023-09-05 12:48:00;5;433.349;2;
RF00000936;1032;0;AM00000004781;2023-09-06 00:00:00;2;122430.408;2;AMEN BK 2
RF00000937;1032;0;AM00000004789;2023-09-06 08:52:00;5;1236.671;2;
RF00000938;1032;0;AM00000004790;2023-09-06 00:00:00;2;124980.129;2;AMEN BK 2
RF00000939;1032;0;AM00000004793;2023-09-06 09:36:00;5;1262.426;2;
RF00000940;5097;0;2023-022.535;2023-09-06 00:00:00;2;9980.2;2;AMEN BK 2
RF00000941;TR002;17;156/2023;2023-09-07 00:00:00;4;5000.0;2;AMEN BK 2
RF00000942;3005;17;AM00000004709;2023-09-07 00:00:00;3;206913.496;2;AMEN BK 2
RF00000943;3005;17;AM00000004709;2023-09-07 00:00:00;5;2090.035;2;
RF00000944;TR005;0;220;2023-09-07 00:00:00;2;5212.0;2;AMEN BK 2
RF00000945;TR005;0;219;2023-09-07 00:00:00;5;179.848;2;
RF00000946;FEX027;0;FCN00671;2023-09-07 00:00:00;2;1460.975;2;AMEN BK 2
RF00000947;FEX027;0;FCN00672;2023-09-07 00:00:00;5;45.185;2;
RF00000948;FEX5632;0;3000506;2023-09-07 00:00:00;2;1644.914;2;AMEN BK 2
RF00000949;FEX5632;0;3000507;2023-09-07 14:35:00;5;16.615;2;
RF00000950;1178;0;AM00000004808;2023-09-08 00:00:00;2;8481.995;2;AMEN BK 2
RF00000951;1178;0;AM00000004808;2023-09-08 00:00:00;5;85.677;2;
RF00000952;1080;0;AM00000004582;2023-09-08 00:00:00;5;14141.414;2;
RF00000953;1080;0;AM00000004582;2023-09-08 00:00:00;3;47854.317;2;AMEN BK 2
RF00000954;1080;0;AM00000004582;2023-09-08 12:58:00;5;483.377;2;
RF00000955;4082;0;AM00000004273;2023-09-09 00:00:00;2;927888.146;2;ZITOUNA
RF00000956;4082;0;AM00000004503;2023-09-09 00:00:00;5;9372.608;2;
RF00000957;1032;0;AM00000004807;2023-09-11 00:00:00;2;90829.887;2;AMEN BK 2
RF00000958;1032;0;AM00000004810;2023-09-11 00:00:00;5;917.474;2;
RF00000959;1032;0;AM00000004720;2023-09-11 00:00:00;2;90932.658;2;AMEN BK 2
RF00000960;1032;0;AM00000004773;2023-09-11 08:53:00;5;918.512;2;
RF00000961;1032;0;AM00000004813;2023-09-11 00:00:00;2;65690.991;2;AMEN BK 2
RF00000962;1032;0;AM00000004816;2023-09-11 10:56:00;5;663.545;2;
RF00000965;1298;17;AM00000004811;2023-09-11 00:00:00;2;20810.79;2;AMEN BK 2
RF00000966;1298;17;AM00000004811;2023-09-11 15:59:00;5;210.21;2;
RF00000967;1155;17;AM00000004655;2023-09-11 00:00:00;2;63459.99;2;AMEN BK 2
RF00000968;1155;17;AM00000004655;2023-09-11 16:04:00;5;641.01;2;
RF00000969;1300;0;MAV23000127;2023-09-11 00:00:00;3;104308.653;2;AMEN BK 2
RF00000970;1300;0;AM00000004695;2023-09-11 16:13:00;5;1053.623;2;
RF00000971;1178;0;AM00000004812;2023-09-12 00:00:00;2;23766.414;2;AMEN BK 2
RF00000972;1178;0;AM00000004821;2023-09-12 09:20:00;5;119.429;2;
RF00000973;1032;0;AM00000004819;2023-09-13 00:00:00;2;67246.585;2;AMEN BK 2
RF00000974;1032;0;AM00000004825;2023-09-13 08:38:00;5;679.258;2;
RF00000975;0763;17;20722;2023-09-13 00:00:00;2;4282.797;2;AMEN BK 2
RF00000976;0763;17;20722;2023-09-13 00:00:00;5;43.261;2;
RF00000977;TR010;0;03/09/2023;2023-09-13 00:00:00;5;218.3;2;
RF00000978;TR010;0;03/09/2023;2023-09-13 00:00:00;2;11211.7;2;AMEN BK 2
RF00000979;00231;0;17/08/23;2023-09-13 00:00:00;2;30000.0;2;AMEN BK 2
RF00000980;1178;0;AM00000004830;2023-09-14 00:00:00;2;26958.034;2;AMEN BK 2
RF00000981;1178;0;AM00000004837;2023-09-14 00:00:00;5;135.468;2;
RF00000982;1032;0;AM00000004826;2023-09-14 00:00:00;2;98851.45;2;AMEN BK 2
RF00000983;1032;0;AM00000004827;2023-09-14 11:59:00;5;998.5;2;
RF00000984;1032;0;AM00000004838;2023-09-15 00:00:00;2;85527.752;2;AMEN BK 2
RF00000985;1032;0;AM00000004841;2023-09-15 00:00:00;5;863.917;2;
RF00000986;1032;0;AM00000004846;2023-09-15 00:00:00;2;113131.066;2;AMEN BK 2
RF00000987;1032;0;AM00000004847;2023-09-15 10:43:00;5;1142.738;2;
RF00000988;1032;0;AM00000004852;2023-09-18 00:00:00;2;102474.486;2;AMEN BK 2
RF00000989;1032;0;AM00000004853;2023-09-18 00:00:00;5;1035.096;2;
RF00000990;1178;0;AM00000004845;2023-09-18 00:00:00;2;27260.6;2;AMEN BK 2
RF00000991;1178;0;AM00000004863;2023-09-18 09:21:00;5;136.988;2;
RF00000992;1032;0;AM00000004856;2023-09-19 00:00:00;2;107386.944;2;AMEN BK 2
RF00000993;1032;0;AM00000004857;2023-09-19 08:51:00;5;1084.717;2;
RF00000994;FEX566;0;122;2023-09-19 00:00:00;2;900.0;2;AMEN BK 2
RF00000995;FLE0016;17;66083263;2023-09-19 00:00:00;2;5130.577;2;AMEN BK 2
RF00000996;1329;0;AM00000004491;2023-09-19 00:00:00;3;58156.924;2;AMEN BK 2
RF00000997;1329;0;AM00000004747;2023-09-19 00:00:00;3;16858.102;2;AMEN BK 2
RF00000998;FLE0016;17;66083706;2023-09-19 00:00:00;2;727.047;2;AMEN BK 2
RF00000999;TR011;0;18/09/23;2023-09-20 00:00:00;2;22470.0;2;AMEN BK 2
RF00001000;1178;0;AM00000004868;2023-09-20 00:00:00;2;17049.667;2;AMEN BK 2
RF00001001;1178;0;AM00000004884;2023-09-20 00:00:00;5;85.677;2;
RF00001002;1032;0;AM00000004867;2023-09-20 00:00:00;2;103828.682;2;AMEN BK 2
RF00001003;1032;0;AM00000004873;2023-09-20 09:51:00;5;1048.775;2;
RF00001004;1032;0;AM00000004782;2023-09-20 00:00:00;2;97696.351;2;AMEN BK 2
RF00001005;1032;0;AM00000004854;2023-09-20 00:00:00;5;986.832;1;
RF00001006;5097;0;2023-023.969;2023-09-20 00:00:00;2;9980.2;2;AMEN BK 2
RF00001007;F5098;0;30673335;2023-09-20 00:00:00;2;2000.0;2;AMEN BK 2
RF00001008;1298;17;AM00000004851;2023-09-20 00:00:00;2;20810.79;2;AMEN BK 2
RF00001009;1298;17;AM00000004851;2023-09-20 00:00:00;5;210.21;2;
RF00001010;1032;0;AM00000004881;2023-09-21 00:00:00;2;95423.812;2;AMEN BK 2
RF00001011;1032;0;AM00000004882;2023-09-21 09:32:00;5;963.877;2;
RF00001012;LB001;0;LB06/2023;2023-09-21 00:00:00;2;2268.0;2;AMEN BK 2
RF00001013;LB001;0;LB08/2023;2023-09-21 11:34:00;5;252.0;2;
RF00001014;1032;0;AM00000004886;2023-09-22 00:00:00;2;79136.325;2;AMEN BK 2
RF00001015;1032;0;AM00000004895;2023-09-22 00:00:00;5;799.357;2;
RF00001016;1032;0;AM00000004896;2023-09-23 00:00:00;2;107573.702;2;AMEN BK 2
RF00001017;1032;0;AM00000004908;2023-09-23 11:16:00;5;1086.603;2;
RF00001018;1032;16;AM00000004910;2023-09-23 00:00:00;2;83551.847;2;AMEN BK 2
RF00001019;1032;16;AM00000004910;2023-09-23 11:44:00;5;843.958;2;
RF00001020;1178;0;AM00000004889;2023-09-23 00:00:00;2;46147.645;2;AMEN BK 2
RF00001021;1178;0;AM00000004913;2023-09-23 11:50:00;5;231.898;2;
RF00001022;M457;0;2303165;2023-09-23 00:00:00;2;10414.971;2;AMEN BK 2
RF00001023;M457;0;2303165;2023-09-23 00:00:00;5;105.202;2;
RF00001024;1316;0;AM00000004817;2023-09-25 00:00:00;3;93277.8;2;AMEN BK 2
RF00001025;1316;0;AM00000004864;2023-09-25 09:14:00;5;942.2;2;
RF00001026;1310;17;AM00000004719;2023-09-25 00:00:00;2;46036.038;2;AMEN BK 2
RF00001027;1310;17;AM00000004719;2023-09-25 10:00:00;5;465.01;2;
RF00001028;4082;17;AM00000004757;2023-09-25 00:00:00;2;307697.365;2;AMEN BK 2
RF00001029;4082;17;AM00000004757;2023-09-25 00:00:00;5;3108.054;2;
RF00001030;4082;17;AM00000004763;2023-09-25 00:00:00;2;155610.597;2;AMEN BK 2
RF00001031;4082;17;AM00000004763;2023-09-25 12:01:00;5;1571.824;2;
RF00001032;1032;0;AM00000004914;2023-09-25 00:00:00;2;110532.655;2;AMEN BK 2
RF00001033;1032;0;AM00000004917;2023-09-25 00:00:00;5;1116.491;2;
RF00001034;1032;0;AM00000004916;2023-09-25 00:00:00;2;118773.485;2;AMEN BK 2
RF00001035;1032;0;AM00000004919;2023-09-25 17:58:00;5;1199.732;2;
RF00001036;1032;0;AM00000004855;2023-09-25 00:00:00;2;52605.727;2;AMEN BK 2
RF00001037;1032;0;AM00000004887;2023-09-25 00:00:00;5;531.371;2;
RF00001038;1080;0;AM00000004726;2023-09-27 00:00:00;5;15151.515;2;
RF00001039;1080;0;AM00000004726;2023-09-27 00:00:00;3;19744.112;2;AMEN BK 2
RF00001040;1080;0;AM00000004726;2023-09-27 00:00:00;5;199.436;2;
RF00001041;1080;0;AM00000004732;2023-09-27 00:00:00;3;1500000.0;2;AMEN BK 2
RF00001042;1080;0;AM00000004799;2023-09-27 00:00:00;5;15151.515;2;
RF00001043;1080;0;AM00000004799;2023-09-27 00:00:00;3;28229.856;2;AMEN BK 2
RF00001044;1080;0;AM00000004799;2023-09-27 00:00:00;5;285.15;2;
RF00001045;1178;17;AM00000004905;2023-09-28 00:00:00;2;7263.579;2;AMEN BK 2
RF00001046;1178;17;AM00000004905;2023-09-28 17:06:00;5;36.5;2;
RF00001047;1300;0;AM00000004737;2023-09-29 00:00:00;3;192059.612;2;AMEN BK 2
RF00001049;1300;0;AM00000004786;2023-09-29 00:00:00;5;1939.996;2;
RF00001050;1032;0;AM00000004927;2023-09-29 00:00:00;2;144102.273;2;AMEN BK 2
RF00001051;1032;0;AM00000004938;2023-09-29 16:25:00;5;1455.579;2;
RF00001052;1298;17;AM00000004940;2023-10-02 00:00:00;2;20810.79;2;AMEN BK 2
RF00001053;1298;17;AM00000004940;2023-10-02 00:00:00;5;210.21;2;
RF00001054;TR009;0;27/2023;2023-10-03 00:00:00;2;8727.08;2;AMEN BK 2
