MC_Numero;MC_Date;MC_TypeMvt;MC_Debit;MC_Credit;MC_Cloture;CA_No;CA_Type;CA_Solde;CA_SoldeEspece;CA_SoldeCheque;JO_Num
MC2301020001;2023-01-02;2;5108.999;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020002;2023-01-02;2;4350.6;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020001;2023-01-02;29;0.0;25.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301020002;2023-01-02;41;0.0;17.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301020003;2023-01-02;41;0.0;17.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301020004;2023-01-02;34;0.0;4.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301020003;2023-01-02;2;0.003;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020001;2023-01-02;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020004;2023-01-02;2;51.6;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020002;2023-01-02;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020003;2023-01-02;29;0.0;180.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020004;2023-01-02;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020005;2023-01-02;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020005;2023-01-02;2;2640.652;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020006;2023-01-02;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020007;2023-01-02;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020008;2023-01-02;29;0.0;1200.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020009;2023-01-02;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301020006;2023-01-02;2;11770.6;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301020007;2023-01-02;8;0.0;44540.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030001;2023-01-03;41;0.0;3.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030001;2023-01-03;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030002;2023-01-03;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030001;2023-01-03;2;10269.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030002;2023-01-03;2;2900.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030003;2023-01-03;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030002;2023-01-03;26;0.0;93.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030001;2023-01-03;2;5343.0;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301030003;2023-01-03;41;0.0;2.2;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030004;2023-01-03;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030004;2023-01-03;41;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030005;2023-01-03;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030006;2023-01-03;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030005;2023-01-03;34;0.0;8.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030003;2023-01-03;2;8910.762;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030004;2023-01-03;2;15207.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030007;2023-01-03;55;10080.0;0.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030005;2023-01-03;2;103201.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030008;2023-01-03;29;0.0;100.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030009;2023-01-03;29;0.0;1200.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030010;2023-01-03;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030011;2023-01-03;29;0.0;50.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030012;2023-01-03;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030006;2023-01-03;41;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030007;2023-01-03;29;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301030006;2023-01-03;2;41339.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030007;2023-01-03;8;0.0;36580.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030008;2023-01-03;8;0.0;52000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030009;2023-01-03;8;0.0;103200.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030010;2023-01-03;8;0.0;8910.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030013;2023-01-03;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301030011;2023-01-03;2;10320.6;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030012;2023-01-03;2;15480.6;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030013;2023-01-03;8;0.0;25780.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030014;2023-01-03;2;2866.484;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030015;2023-01-03;2;768.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030016;2023-01-03;2;1771.306;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301030017;2023-01-03;2;2364.051;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040001;2023-01-04;29;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301040002;2023-01-04;19;4000.0;0.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301040001;2023-01-04;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301040001;2023-01-04;9;0.0;11429.538;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040002;2023-01-04;2;8621.366;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040003;2023-01-04;2;31370.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040002;2023-01-04;29;0.0;130.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301040003;2023-01-04;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301040004;2023-01-04;41;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301040003;2023-01-04;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301040004;2023-01-04;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301040004;2023-01-04;2;300.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040005;2023-01-04;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301040005;2023-01-04;21;0.0;2300.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301040005;2023-01-04;8;0.0;9014.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301040006;2023-01-04;8;0.0;39870.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050001;2023-01-05;2;5644.699;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050001;2023-01-05;41;0.0;9.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050002;2023-01-05;41;0.0;12.6;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050003;2023-01-05;29;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050001;2023-01-05;29;0.0;990.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050002;2023-01-05;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050002;2023-01-05;2;2901.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050003;2023-01-05;2;19107.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050003;2023-01-05;29;0.0;50.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050004;2023-01-05;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050005;2023-01-05;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050004;2023-01-05;2;9058.787;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050005;2023-01-05;2;15387.976;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050001;2023-01-05;54;0.0;12439.064;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301050006;2023-01-05;2;2901.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050007;2023-01-05;8;0.0;2901.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050002;2023-01-05;54;0.0;27285.72;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301050003;2023-01-05;54;0.0;15543.484;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301050004;2023-01-05;54;0.0;1585.76;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301050005;2023-01-05;54;0.0;14127.96;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2301050006;2023-01-05;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050004;2023-01-05;29;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050005;2023-01-05;25;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050007;2023-01-05;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050008;2023-01-05;2;5077.055;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050009;2023-01-05;2;2901.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050010;2023-01-05;2;7242.015;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050011;2023-01-05;2;71.103;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050012;2023-01-05;8;0.0;54170.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050006;2023-01-05;41;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050007;2023-01-05;21;0.0;330.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050008;2023-01-05;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050008;2023-01-05;21;0.0;300.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050009;2023-01-05;48;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050010;2023-01-05;25;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301050009;2023-01-05;29;0.0;990.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050010;2023-01-05;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301050013;2023-01-05;2;9058.787;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050014;2023-01-05;2;4372.507;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050015;2023-01-05;2;13116.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050016;2023-01-05;2;1450.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050017;2023-01-05;2;5000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050018;2023-01-05;8;0.0;5000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050019;2023-01-05;8;0.0;1450.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301050020;2023-01-05;8;0.0;13116.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060001;2023-01-06;29;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060002;2023-01-06;34;0.0;12.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060001;2023-01-06;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060003;2023-01-06;41;0.0;2.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060004;2023-01-06;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060005;2023-01-06;29;0.0;30.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060006;2023-01-06;29;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060002;2023-01-06;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060001;2023-01-06;2;20.024;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060003;2023-01-06;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060004;2023-01-06;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060002;2023-01-06;2;3541.615;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060003;2023-01-06;2;31431.047;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060005;2023-01-06;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060004;2023-01-06;2;15197.4;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060005;2023-01-06;2;11191.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060006;2023-01-06;2;5000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060007;2023-01-06;8;0.0;5000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060008;2023-01-06;8;0.0;11191.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060009;2023-01-06;8;0.0;15190.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060010;2023-01-06;8;0.0;55310.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060011;2023-01-06;2;12.007;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060007;2023-01-06;34;0.0;390.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301060012;2023-01-06;2;4351.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060013;2023-01-06;2;6287.009;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060006;2023-01-06;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060014;2023-01-06;2;674.004;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301060007;2023-01-06;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301060008;2023-01-06;29;0.0;100.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070001;2023-01-07;41;0.0;3.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070002;2023-01-07;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070003;2023-01-07;41;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070004;2023-01-07;41;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070005;2023-01-07;29;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070001;2023-01-07;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070002;2023-01-07;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070001;2023-01-07;2;50.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301070002;2023-01-07;2;2500.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301070003;2023-01-07;2;2901.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301070003;2023-01-07;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070004;2023-01-07;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070005;2023-01-07;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070006;2023-01-07;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070007;2023-01-07;29;0.0;400.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301070004;2023-01-07;8;0.0;2500.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301070006;2023-01-07;34;0.0;7.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301070005;2023-01-07;2;774.38;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301070008;2023-01-07;29;0.0;990.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090001;2023-01-09;2;1175.299;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090001;2023-01-09;41;0.0;12.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090002;2023-01-09;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090003;2023-01-09;34;0.0;5.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090001;2023-01-09;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090002;2023-01-09;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090003;2023-01-09;29;0.0;130.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090004;2023-01-09;29;0.0;110.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090003;2023-01-09;2;284.9;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090004;2023-01-09;2;10961.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090005;2023-01-09;29;0.0;180.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090005;2023-01-09;2;9058.787;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090006;2023-01-09;2;5108.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090006;2023-01-09;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090007;2023-01-09;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090007;2023-01-09;2;8916.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090004;2023-01-09;34;0.0;8.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090005;2023-01-09;34;0.0;5.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090008;2023-01-09;2;8846.618;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090008;2023-01-09;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090009;2023-01-09;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090009;2023-01-09;2;41.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090006;2023-01-09;34;0.0;12.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090007;2023-01-09;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090008;2023-01-09;41;0.0;5.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090009;2023-01-09;41;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090010;2023-01-09;19;5000.0;0.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301090010;2023-01-09;29;0.0;1200.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301090010;2023-01-09;2;10976.723;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090011;2023-01-09;2;10.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090012;2023-01-09;2;1270.993;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090014;2023-01-09;2;110.987;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090015;2023-01-09;2;10017.755;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301090016;2023-01-09;8;0.0;43147.5;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100001;2023-01-10;41;0.0;7.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100001;2023-01-10;2;1817.133;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100002;2023-01-10;41;0.0;11.3;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100001;2023-01-10;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100003;2023-01-10;29;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100004;2023-01-10;42;0.0;25.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100002;2023-01-10;29;0.0;120.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100003;2023-01-10;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100005;2023-01-10;21;0.0;1000.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100006;2023-01-10;26;0.0;93.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100007;2023-01-10;28;0.0;9.6;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100004;2023-01-10;29;0.0;30.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100002;2023-01-10;2;9179.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100003;2023-01-10;2;1367.754;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100004;2023-01-10;2;661.718;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100005;2023-01-10;29;0.0;50.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100008;2023-01-10;29;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100009;2023-01-10;41;0.0;12.8;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301100006;2023-01-10;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100007;2023-01-10;29;0.0;100.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100008;2023-01-10;29;0.0;300.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301100006;2023-01-10;8;0.0;6650.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100007;2023-01-10;2;2660.173;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100008;2023-01-10;2;995.379;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100009;2023-01-10;2;933.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301100010;2023-01-10;2;8318.3;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110001;2023-01-11;2;2000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110001;2023-01-11;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301110002;2023-01-11;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301110003;2023-01-11;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301110001;2023-01-11;41;0.0;8.3;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110002;2023-01-11;29;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110003;2023-01-11;21;0.0;430.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110003;2023-01-11;2;3.711;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110005;2023-01-11;2;2144.38;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110004;2023-01-11;41;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110004;2023-01-11;29;0.0;100.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301110005;2023-01-11;29;0.0;50.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2301110005;2023-01-11;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110007;2023-01-11;8;0.0;2000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110008;2023-01-11;8;0.0;4996.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110009;2023-01-11;8;0.0;24960.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110010;2023-01-11;8;0.0;5800.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110006;2023-01-11;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2301110011;2023-01-11;2;768.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110012;2023-01-11;2;5801.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2301110006;2023-01-11;29;0.0;130.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
