DO_Domaine;DO_Type;DO_Piece;DO_Date
0;7;MF00000008869;2022-03-05
0;7;MF00000008870;2022-03-05
1;17;AM00000001966;2022-03-05
1;17;AM00000001967;2022-03-05
1;17;AM00000001968;2022-03-05
0;7;MF00000008871;2022-03-05
0;7;MF00000008872;2022-03-05
4;44;BD204580;2022-03-05
0;7;MF00000008873;2022-03-07
0;7;MF00000008874;2022-03-07
4;44;BD204581;2022-03-05
4;44;BD204582;2022-03-05
0;7;MFR0000001596;2022-03-04
4;44;BD204583;2022-03-05
0;7;MF00000008875;2022-03-07
4;44;BD204584;2022-03-05
0;7;MF00000008876;2022-03-07
0;7;MF00000008877;2022-03-07
0;7;MF00000008878;2022-03-07
0;7;MF00000008879;2022-03-07
0;7;MF00000008880;2022-03-07
1;17;AM00000001969;2022-03-05
0;7;MF00000008881;2022-03-07
0;7;MF00000008882;2022-03-07
0;7;MF00000008883;2022-03-05
0;7;MFR0000001597;2022-03-05
0;7;MF00000008884;2022-03-05
0;7;MF00000008885;2022-03-05
0;7;MF00000008886;2022-03-07
4;44;BD204585;2022-03-05
0;7;MF00000008887;2022-03-05
4;44;BD204586;2022-03-05
4;44;BD204587;2022-03-05
1;17;AM00000001970;2022-03-07
1;17;AM00000001971;2022-03-07
1;17;AM00000001972;2022-03-07
1;17;AM00000001973;2022-03-07
1;17;AM00000001974;2022-03-07
1;17;AM00000001975;2022-03-07
0;7;MF00000008888;2022-03-07
0;7;MF00000008889;2022-03-07
0;7;MF00000008890;2022-03-07
0;7;MF00000008891;2022-03-07
0;7;MF00000008892;2022-03-07
0;7;MF00000008893;2022-03-07
4;44;BD204588;2022-03-07
4;44;BD204589;2022-03-07
0;7;MFR0000001598;2022-03-07
4;44;BD204590;2022-03-07
0;7;MF00000008894;2022-03-07
0;7;MF00000008895;2022-03-07
0;7;MF00000008896;2022-03-07
0;7;MF00000008897;2022-03-07
0;7;MF00000008898;2022-03-07
0;7;MF00000008899;2022-03-07
4;44;BD204591;2022-03-07
4;44;BD204592;2022-03-07
4;44;BD204593;2022-03-07
4;44;BD204594;2022-03-07
0;7;MFR0000001599;2022-03-07
4;44;BD204595;2022-03-07
0;7;MF00000008900;2022-03-07
0;7;MF00000008901;2022-03-07
0;7;MFR0000001600;2022-03-05
0;7;MF00000008902;2022-03-07
1;17;AM00000001976;2022-03-05
0;7;MF00000008903;2022-03-07
4;44;BD204596;2022-03-07
0;7;MF00000008904;2022-03-07
0;7;MF00000008905;2022-03-07
0;7;MFR0000001601;2022-03-07
0;7;MF00000008906;2022-03-08
4;44;BD204597;2022-03-07
0;7;MF00000008907;2022-03-08
0;7;MF00000008908;2022-03-08
0;7;MF00000008909;2022-03-07
1;17;AM00000001977;2022-03-07
1;17;4577;2022-03-07
4;44;BD204598;2022-03-07
4;44;BD204599;2022-03-07
4;44;BD204600;2022-03-07
0;7;MF00000008910;2022-03-08
4;44;BD204601;2022-03-07
0;7;MF00000008911;2022-03-08
0;7;MF00000008912;2022-03-08
4;44;BD204602;2022-03-07
0;7;MF00000008913;2022-03-08
0;7;MF00000008914;2022-03-08
0;7;MF00000008915;2022-03-08
0;7;MF00000008916;2022-03-08
0;7;MF00000008917;2022-03-08
0;7;MF00000008918;2022-03-08
1;17;AM00000001978;2022-03-07
0;7;MF00000008919;2022-03-08
0;7;MF00000008920;2022-03-08
4;44;BD204603;2022-03-07
1;17;AM00000001979;2022-03-08
1;17;AM00000001980;2022-03-08
1;17;AM00000001981;2022-03-08
1;17;AM00000001982;2022-03-08
1;17;AM00000001983;2022-03-08
1;17;AM00000001984;2022-03-08
4;44;BD204604;2022-03-07
0;7;MF00000008921;2022-03-08
0;7;MF00000008922;2022-03-08
0;7;MF00000008923;2022-03-08
0;7;MF00000008924;2022-03-08
0;7;MF00000008925;2022-03-08
0;7;MF00000008926;2022-03-08
4;44;BD204605;2022-03-07
4;44;BD204606;2022-03-08
4;44;BD204607;2022-03-08
4;44;BD204608;2022-03-08
4;44;BD204609;2022-03-08
1;17;AM00000001985;2022-03-08
0;7;MF00000008927;2022-03-08
1;17;AM00000001986;2022-03-08
4;44;BD204610;2022-03-08
4;44;BD204611;2022-03-08
0;7;MF00000008928;2022-03-08
0;7;MF00000008929;2022-03-08
4;44;BD204612;2022-03-08
0;7;MFR0000001602;2022-03-08
0;7;MFR0000001603;2022-03-07
0;7;MFR0000001604;2022-03-05
0;7;MFR0000001605;2022-03-04
0;7;MFR0000001606;2022-03-08
4;44;BD204613;2020-01-01
1;16;AM00000001987;2022-03-08
0;7;MF00000008930;2022-03-08
0;7;MF00000008931;2022-03-08
0;7;MF00000008932;2022-03-08
4;44;BD204614;2022-03-08
0;7;MFR0000001607;2022-03-08
0;7;MF00000008933;2022-03-08
4;44;BD204615;2022-03-08
0;7;MF00000008934;2022-03-08
0;7;MF00000008935;2022-03-08
0;7;MF00000008936;2022-03-08
0;7;MF00000008937;2022-03-08
0;7;MF00000008938;2022-03-08
0;7;MF00000008939;2022-03-08
0;7;MF00000008940;2022-03-08
0;7;MF00000008941;2022-03-08
0;7;MF00000008942;2022-03-08
0;7;MF00000008943;2022-03-08
0;7;MF00000008944;2022-03-09
0;7;MF00000008945;2022-03-09
0;7;MF00000008946;2022-03-09
0;7;MF00000008947;2022-03-09
0;7;MF00000008948;2022-03-09
0;7;MF00000008949;2022-03-09
0;7;MF00000008950;2022-03-09
0;7;MF00000008951;2022-03-09
4;44;BD204616;2022-03-08
4;44;BD204617;2022-03-08
4;44;BD204618;2022-03-08
4;44;BD204619;2022-03-08
1;17;AM00000001988;2022-03-08
1;17;AM00000001989;2022-03-08
1;17;AM00000001990;2022-03-08
0;7;MF00000008952;2022-03-09
0;7;MF00000008953;2022-03-09
0;7;MF00000008954;2022-03-09
0;7;MF00000008955;2022-03-09
0;7;MF00000008956;2022-03-09
0;7;MF00000008957;2022-03-09
0;7;MF00000008958;2022-03-09
0;7;MF00000008959;2022-03-09
0;7;MF00000008960;2022-03-09
0;7;MFR0000001608;2022-03-08
4;44;BD204620;2022-03-08
0;7;MFR0000001609;2022-03-05
0;7;MFR0000001610;2022-03-04
0;7;MFR0000001611;2022-03-03
1;17;AM00000001991;2022-03-09
1;17;AM00000001992;2022-03-09
1;17;AM00000001993;2022-03-09
1;17;AM00000001994;2022-03-09
1;17;AM00000001995;2022-03-09
1;17;AM00000001996;2022-03-09
0;7;MF00000008961;2022-03-09
0;7;MF00000008962;2022-03-09
0;7;MF00000008963;2022-03-09
0;7;MF00000008964;2022-03-09
4;44;BD204621;2022-03-08
0;7;MF00000008965;2022-03-09
0;7;MF00000008966;2022-03-09
4;44;BD204622;2022-03-08
4;44;BD204623;2022-03-09
4;44;BD204624;2022-03-09
4;44;BD204625;2022-03-09
4;44;BD204626;2022-03-09
4;44;BD204627;2022-03-09
4;44;BD204628;2022-03-09
1;17;174;2022-03-08
1;17;175;2022-03-08
1;17;176;2022-03-08
1;17;177;2022-03-08
1;17;178;2022-03-08
4;44;BD204629;2022-03-09
4;44;BD204630;2022-03-09
4;44;BD204631;2022-03-09
0;7;MF00000008967;2022-03-09
0;7;MF00000008968;2022-03-09
0;7;MF00000008969;2022-03-09
0;7;MF00000008970;2022-03-09
0;7;MF00000008971;2022-03-09
0;7;MF00000008972;2022-03-09
4;44;BD204632;2022-03-09
0;7;MF00000008973;2022-03-09
0;7;MF00000008974;2022-03-09
0;7;MF00000008975;2022-03-09
0;7;MF00000008976;2022-03-09
0;7;MF00000008977;2022-03-09
0;7;MF00000008978;2022-03-09
0;7;MF00000008979;2022-03-09
0;7;MF00000008980;2022-03-09
0;7;MF00000008981;2022-03-09
0;7;MF00000008982;2022-03-09
0;7;MF00000008983;2022-03-09
4;44;BD204633;2022-03-09
4;44;BD204634;2022-03-09
4;44;BD204635;2022-03-09
0;7;MFR0000001612;2022-03-09
1;17;AM00000001997;2022-03-10
1;17;AM00000001998;2022-03-10
1;17;AM00000001999;2022-03-10
1;17;AM00000002000;2022-03-10
1;17;AM00000002001;2022-03-10
1;17;AM00000002002;2022-03-10
0;7;MF00000008984;2022-03-10
2;20;47;2022-03-09
0;7;MF00000008985;2022-03-10
0;7;MF00000008986;2022-03-10
0;7;MF00000008987;2022-03-10
0;7;MF00000008988;2022-03-10
0;7;MF00000008989;2022-03-10
0;7;MF00000008990;2022-03-09
4;44;BD204636;2022-03-09
0;7;MFR0000001613;2022-03-09
0;7;MF00000008991;2022-03-09
4;44;BD204637;2022-03-10
4;44;BD204638;2022-03-10
4;44;BD204639;2022-03-10
0;7;MFR0000001614;2022-03-10
0;7;MFR0000001615;2022-03-10
0;7;MF00000008992;2022-03-10
0;7;MF00000008993;2022-03-10
0;7;MF00000008994;2022-03-10
0;7;MF00000008995;2022-03-10
1;17;AM00000002003;2022-03-10
0;7;MF00000008996;2022-03-10
0;7;MFR0000001616;2022-03-08
0;7;MFR0000001617;2022-03-09
0;7;MFR0000001618;2022-03-09
0;7;MF00000008997;2022-03-10
0;7;MF00000008998;2022-03-10
0;7;MF00000008999;2022-03-10
0;7;MF00000009000;2022-03-10
0;7;MF00000009001;2022-03-10
0;7;MF00000009002;2022-03-10
0;7;MF00000009003;2022-03-10
1;17;AM00000002004;2022-03-10
4;44;BD204640;2022-03-10
4;44;BD204641;2022-03-10
0;7;MF00000009004;2022-03-10
1;17;AM00000002005;2022-03-10
0;7;MF00000009005;2022-03-10
1;17;AM00000002006;2022-03-10
0;7;MF00000009006;2022-03-10
0;7;MF00000009007;2022-03-10
0;7;MF00000009008;2022-03-10
0;7;MF00000009009;2022-03-10
0;7;MF00000009010;2022-03-10
4;44;BD204642;2022-03-10
0;7;MF00000009011;2022-03-10
0;7;MF00000009012;2022-03-10
0;7;MF00000009013;2022-03-10
0;7;MF00000009014;2022-03-10
0;7;MF00000009015;2022-03-10
0;7;MF00000009016;2022-03-10
0;7;MF00000009017;2022-03-10
0;7;MF00000009018;2022-03-10
0;7;MF00000009019;2022-03-10
0;7;MFR0000001619;2022-03-10
0;7;MFR0000001620;2022-03-10
4;44;BD204643;2022-03-10
4;44;BD204644;2022-03-10
0;7;MF00000009020;2022-03-10
4;44;BD204645;2022-03-10
0;7;MFR0000001621;2022-03-10
0;7;MFR0000001622;2022-03-10
0;7;MF00000009021;2022-03-12
0;7;MFR0000001623;2022-03-10
1;17;AM00000002007;2022-03-11
1;17;AM00000002008;2022-03-11
1;17;AM00000002009;2022-03-11
1;17;AM00000002010;2022-03-11
1;17;AM00000002011;2022-03-11
1;17;AM00000002012;2022-03-11
0;7;MF00000009022;2022-03-11
0;7;MF00000009023;2022-03-11
0;7;MF00000009024;2022-03-11
0;7;MF00000009025;2022-03-11
0;7;MF00000009026;2022-03-11
0;7;MF00000009027;2022-03-11
0;7;MFR0000001624;2022-03-02
0;7;MFR0000001625;2022-03-09
0;7;MF00000009028;2022-03-11
0;7;MF00000009029;2022-03-11
0;7;MF00000009030;2022-03-11
0;7;MF00000009031;2022-03-11
0;7;MF00000009032;2022-03-11
0;7;MF00000009033;2022-03-11
4;44;BD204646;2022-03-10
4;44;BD204647;2022-03-10
4;44;BD204648;2022-03-10
4;44;BD204649;2022-03-11
0;7;MF00000009034;2022-03-01
4;44;BD204650;2022-03-11
4;44;BD204651;2022-03-11
4;44;BD204652;2022-03-11
0;7;MFR0000001626;2022-03-10
1;17;179;2022-03-10
1;17;180;2022-03-10
0;7;MFR0000001627;2022-03-11
0;7;MFR0000001628;2022-03-11
2;21;17;2022-03-11
0;7;MF00000009035;2022-03-11
1;17;AM00000002013;2022-03-11
4;44;BD204653;2022-03-11
0;7;MF00000009036;2022-03-11
0;7;MFR0000001629;2022-03-11
0;7;MF00000009037;2022-03-11
0;7;MF00000009038;2022-03-11
0;7;MF00000009039;2022-03-11
0;7;MF00000009040;2022-03-11
0;7;MF00000009041;2022-03-11
0;7;MFR0000001630;2022-03-11
0;7;MFR0000001631;2022-03-11
0;7;MF00000009042;2022-03-11
0;7;MF00000009043;2022-03-11
1;17;AM00000002014;2022-03-11
0;7;MFR0000001632;2022-03-11
4;44;BD204654;2022-03-11
0;7;MFR0000001633;2022-03-11
0;7;MFR0000001634;2022-03-11
4;44;BD204655;2022-03-11
4;44;BD204656;2022-03-11
4;44;BD204657;2022-03-11
0;7;MF00000009044;2022-03-11
0;7;MF00000009045;2022-03-11
0;7;MF00000009046;2022-03-11
0;7;MF00000009047;2022-03-11
0;7;MF00000009048;2022-03-11
0;7;MF00000009049;2022-03-12
0;7;MF00000009050;2022-03-12
0;7;MF00000009051;2022-03-12
0;6;MF00000009052;2022-03-12
0;7;MF00000009053;2022-03-12
1;17;AM00000002015;2022-03-11
0;7;MF00000009054;2022-03-12
1;17;AM00000002016;2022-03-12
1;17;AM00000002017;2022-03-12
1;17;AM00000002018;2022-03-12
1;17;AM00000002019;2022-03-12
1;17;AM00000002020;2022-03-12
1;17;AM00000002021;2022-03-12
0;7;MF00000009055;2022-03-12
0;7;MF00000009056;2022-03-12
0;7;MF00000009057;2022-03-12
0;7;MF00000009058;2022-03-12
0;7;MF00000009059;2022-03-12
0;7;MFR0000001635;2022-03-11
0;7;MF00000009060;2022-03-12
4;44;BD204658;2022-03-11
4;44;BD204659;2022-03-11
4;44;BD204660;2022-03-11
4;44;BD204661;2022-03-11
0;7;MFR0000001636;2022-03-11
0;7;MFR0000001637;2022-03-11
0;7;MF00000009061;2022-03-11
0;7;MF00000009062;2022-03-11
0;7;MF00000009063;2022-03-12
0;7;MF00000009064;2022-03-12
0;7;MF00000009065;2022-03-12
4;44;BD204662;2022-03-11
0;7;MFR0000001638;2022-03-11
4;44;BD204663;2022-03-11
0;7;MF00000009066;2022-03-12
0;7;MF00000009067;2022-03-12
0;7;MF00000009068;2022-03-12
4;44;BD204664;2022-03-12
4;44;BD204665;2022-03-12
4;44;BD204666;2022-03-12
4;44;BD204667;2022-03-12
4;44;BD204668;2022-03-12
4;44;BD204669;2022-03-12
4;44;BD204670;2022-03-12
0;7;MFR0000001639;2022-03-12
0;7;MFR0000001640;2022-03-10
0;7;MFR0000001641;2022-03-10
4;44;BD204671;2022-03-12
0;7;MF00000009069;2022-03-14
0;7;MF00000009070;2022-03-14
0;7;MF00000009071;2022-03-14
0;7;MF00000009072;2022-03-14
0;7;MF00000009073;2022-03-14
0;7;MF00000009074;2022-03-14
0;7;MF00000009075;2022-03-12
2;20;48;2022-03-12
0;7;MF00000009076;2022-03-14
0;7;MF00000009077;2022-03-14
0;7;MF00000009078;2022-03-12
0;7;MF00000009079;2022-03-14
0;7;MF00000009080;2022-03-14
0;7;MF00000009081;2022-03-12
0;7;MF00000009082;2022-03-14
0;7;MF00000009083;2022-03-14
0;7;MF00000009084;2022-03-14
4;44;BD204672;2022-03-12
4;44;BD204673;2022-03-12
1;17;AM00000002022;2022-03-14
1;17;AM00000002023;2022-03-14
1;17;AM00000002024;2022-03-14
1;17;AM00000002025;2022-03-14
1;17;AM00000002026;2022-03-14
1;17;AM00000002027;2022-03-14
0;7;MF00000009085;2022-03-14
0;7;MF00000009086;2022-03-14
0;7;MF00000009087;2022-03-14
0;7;MF00000009088;2022-03-14
0;6;MF00000009089;2022-03-14
0;6;MF00000009090;2022-03-14
0;7;MFR0000001642;2022-03-12
0;7;MFR0000001643;2022-03-12
0;7;MF00000009091;2022-03-14
4;44;BD204674;2022-03-14
4;44;BD204675;2022-03-14
4;44;BD204676;2022-03-14
4;44;BD204677;2022-03-14
4;44;BD204678;2022-03-14
0;7;MFR0000001644;2022-03-14
4;44;BD204679;2022-03-14
4;44;BD204680;2022-03-14
4;44;BD204681;2022-03-14
4;44;BD204682;2022-03-14
1;17;AM00000002028;2022-03-14
0;7;MF00000009092;2022-03-14
0;7;MF00000009093;2022-03-14
1;17;AM00000002029;2022-03-14
0;7;MF00000009094;2022-03-14
0;7;MF00000009095;2022-03-14
4;44;BD204683;2022-03-14
0;7;MF00000009096;2022-03-15
0;7;MF00000009097;2022-03-14
0;7;MF00000009098;2022-03-14
1;17;AM00000002030;2022-03-14
0;7;MF00000009099;2022-03-14
4;44;BD204684;2022-03-14
4;44;BD204685;2022-03-14
4;44;BD204686;2022-03-14
0;7;MFR0000001645;2022-03-10
4;44;BD204687;2022-03-14
0;7;MFR0000001646;2022-03-12
4;44;BD204688;2022-03-14
4;44;BD204689;2022-03-14
1;17;4578;2022-03-14
0;7;MF00000009100;2022-03-15
0;7;MF00000009101;2022-03-15
0;7;MF00000009102;2022-03-14
0;7;MF00000009103;2022-03-14
0;7;MF00000009104;2022-03-14
0;7;MF00000009105;2022-03-14
0;7;MF00000009106;2022-03-14
0;7;MFR0000001647;2022-03-14
0;7;MF00000009107;2022-03-14
0;7;MFR0000001648;2022-03-14
0;7;MFR0000001649;2022-03-14
1;17;4579;2022-03-14
0;7;MFR0000001650;2022-03-14
0;7;MF00000009108;2022-03-14
0;7;MF00000009109;2022-03-14
4;44;BD204690;2022-03-14
4;44;BD204691;2022-03-14
4;44;BD204692;2022-03-14
0;7;MFR0000001651;2022-03-14
0;7;MF00000009110;2022-03-15
1;17;AM00000002031;2022-03-15
1;17;AM00000002032;2022-03-15
1;17;AM00000002033;2022-03-15
1;17;AM00000002034;2022-03-15
1;17;AM00000002035;2022-03-15
1;17;AM00000002036;2022-03-15
0;7;MF00000009111;2022-03-15
0;7;MF00000009112;2022-03-15
0;7;MF00000009113;2022-03-15
0;7;MF00000009114;2022-03-15
0;7;MF00000009115;2022-03-15
0;7;MF00000009116;2022-03-15
0;7;MF00000009117;2022-03-15
4;44;BD204693;2022-03-14
4;44;BD204694;2022-03-14
4;44;BD204695;2022-03-14
1;17;AM00000002037;2022-03-14
0;7;MF00000009118;2022-03-15
4;44;BD204696;2022-03-14
4;44;BD204697;2022-03-14
0;7;MFR0000001652;2022-03-12
0;7;MF00000009119;2022-03-15
0;7;MF00000009120;2022-03-15
0;7;MF00000009121;2022-03-15
0;7;MF00000009122;2022-03-15
0;7;MF00000009123;2022-03-15
0;7;MF00000009124;2022-03-15
0;7;MF00000009125;2022-03-15
0;7;MF00000009126;2022-03-15
4;44;BD204698;2022-03-15
4;44;BD204699;2022-03-15
4;44;BD204700;2022-03-14
0;7;MF00000009127;2022-03-15
4;44;BD204701;2022-03-15
4;44;BD204702;2022-03-15
0;7;MFR0000001653;2022-03-11
0;7;MF00000009128;2022-03-15
2;20;49;2022-03-15
1;17;AM00000002038;2022-03-15
0;7;MF00000009129;2022-03-15
0;7;MF00000009130;2022-03-16
1;16;AM00000002039;2022-03-15
1;17;181;2022-03-15
0;7;MF00000009131;2022-03-17
0;7;MF00000009132;2022-03-17
0;7;MF00000009133;2022-03-17
0;7;MF00000009134;2022-03-16
0;7;MF00000009135;2022-03-16
0;7;MF00000009136;2022-03-16
1;17;AM00000002040;2022-03-15
0;7;MF00000009137;2022-03-16
0;7;MF00000009138;2022-03-16
1;17;AM00000002041;2022-03-16
0;7;MF00000009139;2022-03-16
0;7;MFR0000001654;2022-03-14
0;7;MFR0000001655;2022-03-14
0;7;MF00000009140;2022-03-16
4;44;BD204703;2022-03-15
4;44;BD204704;2022-03-15
4;44;BD204705;2022-03-15
4;44;BD204706;2022-03-15
4;44;BD204707;2022-03-15
4;44;BD204708;2022-03-15
1;17;AM00000002042;2022-03-16
1;17;AM00000002043;2022-03-16
0;7;MF00000009141;2022-03-16
0;7;MF00000009142;2022-03-16
1;17;AM00000002044;2022-03-16
1;17;AM00000002045;2022-03-16
1;17;AM00000002046;2022-03-16
4;44;BD204709;2022-03-15
4;44;BD204710;2022-03-15
0;7;MF00000009143;2022-03-16
0;7;MFR0000001656;2022-03-11
0;7;MFR0000001657;2022-03-12
0;7;MFR0000001658;2022-03-10
0;7;MF00000009144;2022-03-16
0;7;MF00000009145;2022-03-16
0;7;MF00000009146;2022-03-16
4;44;BD204711;2022-03-16
4;44;BD204712;2022-03-16
4;44;BD204713;2022-03-16
0;7;MF00000009147;2022-03-16
4;44;BD204714;2022-03-16
0;7;MFR0000001659;2022-03-16
0;6;MFR0000001660;2022-03-16
0;7;MF00000009148;2022-03-16
0;7;MFR0000001661;2022-03-16
0;7;MFR0000001662;2022-03-16
0;7;MF00000009149;2022-03-16
0;7;MFR0000001663;2022-03-16
0;7;MF00000009150;2022-03-16
0;7;MF00000009151;2022-03-16
0;7;MF00000009152;2022-03-16
0;7;MFR0000001664;2022-03-14
0;7;MFR0000001665;2022-03-15
4;44;BD204715;2022-03-16
0;7;MF00000009153;2022-03-16
0;7;MF00000009154;2022-03-16
0;7;MF00000009155;2022-03-16
0;7;MF00000009156;2022-03-16
0;7;MFR0000001666;2022-03-16
0;7;MFR0000001667;2022-03-16
0;7;MF00000009157;2022-03-17
0;7;MF00000009158;2022-03-17
0;7;MF00000009159;2022-03-17
4;44;BD204716;2022-03-16
0;7;MF00000009160;2022-03-17
4;44;BD204717;2022-03-16
4;44;BD204718;2022-03-16
4;44;BD204719;2022-03-16
0;7;MFR0000001668;2022-03-16
0;7;MFR0000001669;2022-03-16
4;44;BD204720;2022-03-16
0;7;MF00000009161;2022-03-17
0;7;MF00000009162;2022-03-17
0;7;MF00000009163;2022-03-17
4;44;BD204721;2022-03-16
4;44;BD204722;2022-03-17
0;7;MFR0000001670;2022-03-15
0;7;MF00000009164;2022-03-17
0;7;MF00000009165;2022-03-17
4;44;BD204723;2022-03-17
0;7;MFR0000001671;2022-03-16
0;7;MFR0000001672;2022-03-16
0;7;MFR0000001673;2022-03-16
0;7;MFR0000001674;2022-03-15
0;7;MF00000009166;2022-03-17
4;44;BD204724;2022-03-17
4;44;BD204725;2022-03-17
4;44;BD204726;2022-03-17
4;44;BD204727;2022-03-17
4;44;BD204728;2022-03-17
4;44;BD204729;2022-03-17
4;44;BD204730;2022-03-17
0;7;MFR0000001675;2022-03-17
0;7;MFR0000001676;2022-03-15
0;7;MFR0000001677;2022-03-15
0;7;MFR0000001678;2022-03-16
0;7;MFR0000001679;2022-03-17
0;7;MF00000009167;2022-03-17
0;7;MF00000009168;2022-03-17
0;7;MF00000009169;2022-03-17
0;7;MF00000009170;2022-03-17
1;17;AM00000002047;2022-03-17
0;7;MF00000009171;2022-03-17
1;17;AM00000002048;2022-03-17
0;7;MF00000009172;2022-03-17
4;44;BD204731;2020-01-01
0;7;MF00000009173;2022-03-17
0;7;MF00000009174;2022-03-17
0;7;MF00000009175;2022-03-17
0;7;MF00000009176;2022-03-17
1;17;AM00000002049;2022-03-17
0;7;MFR0000001680;2022-03-16
4;44;BD204732;2022-03-17
1;17;AM00000002050;2022-03-18
1;17;AM00000002051;2022-03-18
1;17;AM00000002052;2022-03-18
1;17;AM00000002053;2022-03-18
0;7;MF00000009177;2022-03-18
0;7;MF00000009178;2022-03-18
0;7;MF00000009179;2022-03-18
0;7;MF00000009180;2022-03-18
0;7;MF00000009181;2022-03-18
0;7;MF00000009182;2022-03-18
1;17;AM00000002054;2022-03-17
0;7;MFR0000001681;2022-03-17
0;7;MFR0000001682;2022-03-17
0;7;MF00000009183;2022-03-18
0;7;MF00000009184;2022-03-18
1;17;AM00000002055;2022-03-17
1;17;AM00000002056;2022-03-17
4;44;BD204733;2022-03-18
4;44;BD204734;2022-03-18
4;44;BD204735;2022-03-18
4;44;BD204736;2022-03-18
0;7;MF00000009185;2022-03-18
0;7;MF00000009186;2022-03-18
1;17;AM00000002057;2022-03-18
0;7;MF00000009187;2022-03-18
0;7;MF00000009188;2022-03-18
0;7;MF00000009189;2022-03-18
4;44;BD204737;2022-03-18
4;44;BD204738;2022-03-18
4;44;BD204739;2022-03-18
0;7;MF00000009190;2022-03-18
0;7;MF00000009191;2022-03-18
0;7;MF00000009192;2022-03-18
0;7;MF00000009193;2022-03-18
0;7;MF00000009194;2022-03-18
0;7;MFR0000001683;2022-03-18
0;7;MF00000009195;2022-03-18
0;7;MF00000009196;2022-03-18
0;7;MF00000009197;2022-03-18
0;7;MF00000009198;2022-03-18
4;44;BD204740;2022-03-18
1;17;AM00000002058;2022-03-18
1;17;AM00000002059;2022-03-18
0;7;MFR0000001684;2022-03-17
0;7;MFR0000001685;2022-03-16
0;7;MFR0000001686;2022-03-17
0;7;MF00000009199;2022-03-18
4;44;BD204741;2022-03-18
0;7;MF00000009200;2022-03-18
4;44;BD204742;2022-03-18
0;7;MF00000009201;2022-03-18
0;7;MF00000009202;2022-03-18
0;7;MF00000009203;2022-03-18
0;7;MF00000009204;2022-03-18
1;17;AM00000002060;2022-03-19
0;7;MF00000009205;2022-03-19
4;44;BD204743;2022-03-18
0;7;MF00000009206;2022-03-18
1;17;AM00000002061;2022-03-18
0;7;MFR0000001687;2022-03-18
4;44;BD204744;2022-03-18
0;7;MF00000009207;2022-03-18
0;7;MF00000009208;2022-03-18
4;44;BD204745;2022-03-18
4;44;BD204746;2022-03-18
4;44;BD204747;2022-03-18
4;44;BD204748;2022-03-18
4;44;BD204749;2022-03-18
0;7;MF00000009209;2022-03-19
0;7;MF00000009210;2022-03-19
0;7;MF00000009211;2022-03-19
0;7;MF00000009212;2022-03-19
0;7;MF00000009213;2022-03-19
4;44;BD204750;2022-03-19
4;44;BD204751;2022-03-19
0;7;MFR0000001688;2022-03-18
4;44;BD204752;2022-03-19
1;17;AM00000002062;2022-03-19
0;7;MF00000009214;2022-03-19
1;17;AM00000002063;2022-03-19
0;7;MF00000009215;2022-03-19
0;7;MF00000009216;2022-03-19
1;17;AM00000002064;2022-03-21
1;17;AM00000002065;2022-03-21
1;17;AM00000002066;2022-03-21
1;17;AM00000002067;2022-03-21
0;7;MF00000009217;2022-03-21
0;7;MF00000009218;2022-03-21
0;7;MF00000009219;2022-03-21
0;7;MF00000009220;2022-03-21
4;44;BD204753;2022-03-19
4;44;BD204754;2022-03-19
4;44;BD204755;2022-03-19
0;7;MFR0000001689;2022-03-19
0;7;MF00000009221;2022-03-19
1;17;AM00000002068;2022-03-19
1;17;4580;2022-03-19
4;44;BD204756;2022-03-19
4;44;BD204757;2022-03-19
4;44;BD204758;2022-03-19
0;7;MF00000009222;2022-03-19
0;7;MF00000009223;2022-03-21
0;7;MF00000009224;2022-03-21
1;17;AM00000002069;2022-03-19
1;17;AM00000002070;2022-03-19
4;44;BD204759;2022-03-19
4;44;BD204760;2022-03-19
4;44;BD204761;2022-03-19
0;7;MF00000009225;2022-03-21
0;7;MF00000009226;2022-03-21
0;7;MF00000009227;2022-03-21
0;7;MF00000009228;2022-03-21
0;7;MF00000009229;2022-03-21
0;7;MF00000009230;2022-03-21
0;7;MF00000009231;2022-03-21
1;17;AM00000002071;2022-03-19
4;44;BD204762;2022-03-21
0;7;MFR0000001690;2022-03-21
4;44;BD204763;2022-03-21
4;44;BD204764;2022-03-21
4;44;BD204765;2022-03-21
0;7;MF00000009232;2022-03-21
4;44;BD204766;2022-03-21
0;7;MFR0000001691;2022-03-21
4;44;BD204767;2022-03-21
0;7;MF00000009233;2022-03-21
4;44;BD204768;2022-03-21
1;17;AM00000002072;2022-03-21
0;7;MFR0000001692;2022-03-21
0;7;MFR0000001693;2022-03-21
0;7;MFR0000001694;2022-03-21
4;44;BD204769;2022-03-21
4;44;BD204770;2022-03-21
4;44;BD204771;2022-03-21
4;44;BD204772;2022-03-21
0;7;MFR0000001695;2022-03-21
4;44;BD204773;2022-03-21
1;17;AM00000002073;2022-03-21
1;17;AM00000002074;2022-03-21
4;44;BD204774;2022-03-21
4;44;BD204775;2022-03-21
4;44;BD204776;2022-03-21
0;7;MFR0000001696;2022-03-18
0;7;MFR0000001697;2022-03-16
0;7;MF00000009234;2022-03-21
0;7;MF00000009235;2022-03-21
0;7;MF00000009236;2022-03-21
0;7;MF00000009237;2022-03-21
0;7;MF00000009238;2022-03-21
1;17;AM00000002075;2022-03-21
1;17;AM00000002076;2022-03-21
